,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
20032,,Tuesday,No,2015-07-14T15:20:00.000,Property Lost,"[0, 0]",Point,PropLost,7,BE,270,D4,,No,HARRISON AVE,Part Three,None,,NORTHAMPTON ST,,2015
23030,,Tuesday,No,2015-07-14T00:00:00.000,Property Lost,"[-71.105786, 42.263523]",Point,PropLost,7,PROP,487,E18,,No,RIVER ST,Part Three,None,762874.0,,2920000.0,2015
31261,,Tuesday,No,2015-07-14T00:00:00.000,Property Lost,"[-71.096913, 42.315919]",Point,PropLost,7,PROP,307,E13,,No,WALNUT PARK,Part Three,None,765186.0,,2940000.0,2015
35939,,Tuesday,No,2015-07-14T00:00:00.000,Property Lost,"[-71.11588, 42.281373]",Point,PropLost,7,PROP,501,E18,,No,AMERICAN LEGION HWY,Part Three,None,760113.0,,2930000.0,2015
39032,,Tuesday,No,2015-07-14T00:00:00.000,Property Lost,"[-71.090115, 42.275602]",Point,PropLost,7,PROP,421,B3,,No,DELHI ST,Part Three,None,767095.0,,2930000.0,2015
62781,,Tuesday,No,2015-07-14T00:00:00.000,Property Lost,"[-71.062899, 42.35123]",Point,PropLost,7,IVPER,117,A1,,No,WASHINGTON ST,Part Three,None,774319.0,,2950000.0,2015
138325,,Tuesday,No,2015-07-14T00:00:00.000,Property Lost,"[-71.07563, 42.341823]",Point,PropLost,7,PROP,157,D4,,No,TREMONT ST,Part Three,None,770895.0,,2950000.0,2015
168165,,Tuesday,No,2015-07-14T00:00:00.000,Property Lost,"[-71.085634, 42.328663]",Point,PropLost,7,INVEST,282,B2,,No,WASHINGTON ST,Part Three,None,768214.0,,2950000.0,2015
173000,,Tuesday,No,2015-07-14T00:00:00.000,Property Lost,"[-71.062337, 42.315815]",Point,PropLost,7,IVPER,257,C11,,No,STOUGHTON ST,Part Three,None,774538.0,,2940000.0,2015
177857,,Tuesday,No,2015-07-14T00:00:00.000,Property Lost,"[-71.060751, 42.357686]",Point,PropLost,7,ADMRPT,102,A1,,No,TREMONT ST,Part Three,None,774888.0,,2960000.0,2015
217794,,Tuesday,No,2015-07-14T00:00:00.000,Property Lost,"[-71.082402, 42.352757]",Point,PropLost,7,PROP,135,D4,,No,BEACON ST,Part Three,None,769045.0,,2950000.0,2015
240850,,Tuesday,No,2015-07-14T00:00:00.000,Property Lost,"[-71.091368, 42.277599]",Point,PropLost,7,,427,B3,,No,NORFOLK ST,Part Three,None,766753.0,,2930000.0,2015
