,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
6849,,Saturday,No,2015-06-20T00:00:00.000,Larceny,"[-71.137705, 42.347314]",Point,06xx,6,,793,D14,,No,KELTON ST,Part One,None,754105.0,,2950000.0,2015
11167,,Saturday,No,2015-06-20T00:00:00.000,Larceny From Motor Vehicle,"[-71.075824, 42.335621]",Point,06MV,6,BE,170,D4,,No,MASSACHUSETTS AVE,Part One,None,770854.0,,2950000.0,2015
12254,,Saturday,No,2015-06-20T00:00:00.000,Larceny From Motor Vehicle,"[-71.087118, 42.302381]",Point,06MV,6,BE,566,B2,,No,FRANKLIN PARK RD,Part One,None,767859.0,,2940000.0,2015
12383,,Saturday,No,2015-06-20T00:00:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,6,,122,A1,,No,STUART ST,Part One,None,, TREMONT ST ,,2015
23801,,Saturday,No,2015-06-20T00:00:00.000,Larceny From Motor Vehicle,"[-71.067634, 42.318135]",Point,06MV,6,BE,238,B2,,No,DUDLEY ST,Part One,None,773101.0,,2940000.0,2015
27001,,Saturday,No,2015-06-20T00:00:00.000,Larceny,"[-71.057045, 42.361209]",Point,06xx,6,,93,A1,,No,UNION ST,Part One,None,775883.0,,2960000.0,2015
43614,,Saturday,No,2015-06-20T00:00:00.000,Larceny From Motor Vehicle,"[-71.167776, 42.342791]",Point,06MV,6,IVPER,751,D14,,No,UNDINE RD,Part One,None,745982.0,,2950000.0,2015
47295,,Saturday,No,2015-06-20T00:00:00.000,Larceny,"[-71.076261, 42.350379]",Point,06xx,6,,134,D4,,No,BOYLSTON ST,Part One,None,770709.0,,2950000.0,2015
48036,,Saturday,No,2015-06-20T00:00:00.000,Larceny,"[-71.063766, 42.361741]",Point,06xx,6,IVPER,74,A1,,No,STANIFORD ST,Part One,None,774066.0,,2960000.0,2015
56109,,Saturday,No,2015-06-20T00:00:00.000,Larceny,"[-71.064083, 42.348761]",Point,06xx,6,,127,A1,,No,WASHINGTON ST,Part One,None,774004.0,,2950000.0,2015
56334,,Saturday,No,2015-06-20T00:00:00.000,Larceny,"[-71.072848, 42.305465]",Point,06xx,6,PROP,340,C11,,No,BOWDOIN ST,Part One,None,771714.0,,2940000.0,2015
63286,,Saturday,No,2015-06-20T00:00:00.000,Larceny,"[-71.04696, 42.338654]",Point,06xx,6,,212,C6,,No,W SECOND ST,Part One,None,778652.0,,2950000.0,2015
63736,,Saturday,No,2015-06-20T12:17:00.000,Larceny,"[0, 0]",Point,06xx,6,,624,D4,,No,IPSWICH ST,Part One,None,,LANSDOWNE ST,,2015
64209,,Saturday,No,2015-06-20T00:00:00.000,Larceny,"[-71.056333, 42.342342]",Point,06xx,6,,200,C6,,No,W BROADWAY,Part One,None,776111.0,,2950000.0,2015
77073,,Saturday,No,2015-06-20T00:00:00.000,Larceny,"[-71.132894, 42.353159]",Point,06xx,6,,802,D14,,No,BRIGHTON AVE,Part One,None,755396.0,,2950000.0,2015
78833,,Saturday,No,2015-06-20T00:00:00.000,Larceny,"[-71.081301, 42.34902]",Point,06xx,6,,138,D4,,No,BOYLSTON ST,Part One,None,769349.0,,2950000.0,2015
