,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
9231,130735770.0,Tuesday,No,2013-11-19T16:20:00.000,PersLoc,"[-71.09134, 42.279336]",Point,PersLoc,11,MSNCOM,427,B3,First,No,EVELYN ST,Other,Unarmed,766757.183,,2927082.5519999997,2013
41534,130734360.0,Tuesday,No,2013-11-19T13:27:00.000,PersLoc,"[-71.135855, 42.354211]",Point,PersLoc,11,REQP  ,802,D14,Day,No,CAMBRIDGE ST,Other,Unarmed,754594.2509,,2954313.7430000002,2013
48863,130735201.0,Tuesday,No,2013-11-19T07:30:00.000,PersLoc,"[-71.080596, 42.327236]",Point,PersLoc,11,MISPER,281,B2,Day,No,GREENVILLE ST,Other,Unarmed,769578.6737,,2944551.923,2013
123722,130735204.0,Tuesday,No,2013-11-19T06:30:00.000,PersLoc,"[-71.07461, 42.278136]",Point,PersLoc,11,MISPER,413,B3,Last,No,GALLIVAN BL,Other,Unarmed,771286.7457,,2926667.387,2013
134826,130733528.0,Tuesday,No,2013-11-19T03:34:00.000,PersLoc,"[-71.067775, 42.301881]",Point,PersLoc,11,MSNCOM,342,C11,Last,No,TOPLIFF ST,Other,Unarmed,773092.584,,2935329.7010000004,2013
168035,130734795.0,Tuesday,No,2013-11-19T08:00:00.000,PersLoc,"[-71.05253, 42.326571]",Point,PersLoc,11,MISPER,914,C6,Day,No,OLD COLONY AV,Other,Unarmed,777169.4318,,2944348.39,2013
202229,130734183.0,Tuesday,No,2013-11-19T12:04:00.000,PersLoc,"[-71.063096, 42.31159]",Point,PersLoc,11,IVPER ,334,C11,Day,No,HANCOCK ST,Other,Unarmed,774340.0595,,2938874.267,2013
211838,130734792.0,Tuesday,No,2013-11-19T18:30:00.000,PersLoc,"[-71.09008, 42.290926]",Point,PersLoc,11,MISPER,464,B3,First,No,DONALD RD,Other,Other,767077.8569,,2931307.747,2013
214941,130735084.0,Tuesday,No,2013-11-19T06:50:00.000,PersLoc,"[-71.14243, 42.349389]",Point,PersLoc,11,MISPER,784,D14,Last,No,WARREN ST,Other,Unarmed,752824.3316,,2952548.8430000003,2013
253378,130734979.0,Tuesday,No,2013-11-19T18:17:00.000,PersLoc,"[-71.07624, 42.314636]",Point,PersLoc,11,MSNCOM,325,B2,First,No,BALFOUR ST,Other,Unarmed,770779.5532,,2939966.334,2013
