,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
16095,,Saturday,No,2015-07-25T00:00:00.000,Investigate Property,"[-71.072722, 42.341868]",Point,InvProp,7,BE,158,D4,,No,W DEDHAM ST,Part Three,None,771681.0,,2950000.0,2015
33293,,Saturday,No,2015-07-25T00:00:00.000,Investigate Property,"[-71.091374, 42.284826]",Point,InvProp,7,PROP,465,B3,,No,BLUE HILL AVE,Part Three,None,766738.0,,2930000.0,2015
75825,,Saturday,No,2015-07-25T00:00:00.000,Investigate Property,"[-71.070106, 42.283404]",Point,InvProp,7,BE,402,C11,,No,BAILEY ST,Part Three,None,772496.0,,2930000.0,2015
104485,,Saturday,No,2015-07-25T09:01:00.000,Investigate Property,"[0, 0]",Point,InvProp,7,CD9,38,A15,,No,THIRTEENTH ST,Part Three,None,,,,2015
125726,,Saturday,No,2015-07-25T00:00:00.000,Investigate Property,"[-71.075178, 42.336029]",Point,InvProp,7,IVPREM,170,D4,,No,E SPRINGFIELD ST,Part Three,None,771028.0,,2950000.0,2015
169330,,Saturday,No,2015-07-25T23:30:00.000,Investigate Property,"[0, 0]",Point,InvProp,7,DISTRB,484,E18,,No,BELNEL RD,Part Three,None,,HOPEWELL RD,,2015
191388,,Saturday,No,2015-07-25T00:00:00.000,Investigate Property,"[-71.091374, 42.284826]",Point,InvProp,7,CD7,465,B3,,No,BLUE HILL AVE,Part Three,None,766738.0,,2930000.0,2015
221190,,Saturday,No,2015-07-25T00:00:00.000,Investigate Property,"[-71.060502, 42.364895]",Point,InvProp,7,ADMRPT,76,A1,,No,CANAL ST,Part Three,None,774941.0,,2960000.0,2015
221970,,Saturday,No,2015-07-25T00:00:00.000,Investigate Property,"[-71.069699, 42.304705]",Point,InvProp,7,SHOTS,336,C11,,No,DEVER ST,Part Three,None,772567.0,,2940000.0,2015
229225,,Saturday,No,2015-07-25T00:00:00.000,Investigate Property,"[-71.075178, 42.336029]",Point,InvProp,7,BE,170,D4,,No,E SPRINGFIELD ST,Part Three,None,771028.0,,2950000.0,2015
