,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
31265,,Saturday,No,2015-06-27T00:00:00.000,Residential Burglary,"[-71.061184, 42.351717]",Point,05RB,6,BE,117,A1,,No,HARRISON AVE,Part One,None,774782.0,,2950000.0,2015
62000,,Saturday,No,2015-06-27T00:00:00.000,Residential Burglary,"[-71.107264, 42.313482]",Point,05RB,6,BE,640,E13,,No,LAMARTINE ST,Part One,None,762391.0,,2940000.0,2015
100587,,Saturday,No,2015-06-27T00:00:00.000,Residential Burglary,"[-71.144491, 42.255201]",Point,05RB,6,BE,822,E5,,No,GEORGETOWNE PL,Part One,None,752410.0,,2920000.0,2015
108430,,Saturday,No,2015-06-27T00:00:00.000,Residential Burglary,"[-71.150751, 42.337879]",Point,05RB,6,BE,789,D14,,No,CHISWICK RD,Part One,None,750592.0,,2950000.0,2015
113748,,Saturday,No,2015-06-27T00:00:00.000,Residential Burglary,"[-71.076234, 42.307237]",Point,05RB,6,BE,337,C11,,No,COLUMBIA RD,Part One,None,770794.0,,2940000.0,2015
125354,,Saturday,No,2015-06-27T11:30:00.000,Residential Burglary,"[0, 0]",Point,05RB,6,BE,58,A15,,No,DUNSTABLE ST,Part One,None,,,,2015
127617,,Saturday,No,2015-06-27T00:00:00.000,Residential Burglary,"[-71.088218, 42.324539]",Point,05RB,6,BE,299,B2,,No,CRISPUS ATTUCKS PL,Part One,None,767522.0,,2940000.0,2015
138968,,Saturday,No,2015-06-27T00:00:00.000,Residential Burglary,"[-71.091522, 42.342279]",Point,05RB,6,BE,618,D4,,No,FENWAY,Part One,None,766598.0,,2950000.0,2015
204809,,Saturday,No,2015-06-27T00:00:00.000,Residential Burglary,"[-71.081183, 42.302166]",Point,05RB,6,BE,458,B3,,No,ERIE ST,Part One,None,769465.0,,2940000.0,2015
256286,,Saturday,No,2015-06-27T00:00:00.000,Residential Burglary,"[-71.077665, 42.337605]",Point,05RB,6,BE,156,D4,,No,SHAWMUT AVE,Part One,None,770353.0,,2950000.0,2015
