,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
41200,130199852.0,Friday,No,2013-04-05T11:45:00.000,InvPer,"[-71.123915, 42.352001]",Point,InvPer,4,IVPER ,796,D14,Day,No,COMMONWEALTH AV,Part Three,Unarmed,757825.1322,,2953522.3789999997,2013
82249,130200437.0,Friday,No,2013-04-05T17:04:00.000,InvPer,"[-71.068594, 42.297067]",Point,InvPer,4,SUSPER,358,C11,First,No,LARCHMONT ST,Part Three,Unarmed,772879.7803,,2933574.0539999995,2013
92915,130201122.0,Friday,No,2013-04-05T18:34:00.000,InvPer,"[-71.03164, 42.379161]",Point,InvPer,4,TRANSP,23,A7,First,No,PRINCETON ST,Part Three,Unarmed,782713.1109999999,,2963543.473,2013
94485,130200329.0,Friday,No,2013-04-05T13:41:00.000,InvPer,"[-71.002455, 42.388567]",Point,InvPer,4,IVPER ,7,A7,Day,No,LEYDEN ST,Part Three,Unarmed,790578.4562,,2967015.853,2013
110657,130200535.0,Friday,No,2013-04-05T17:05:00.000,InvPer,"[-71.054835, 42.367061]",Point,InvPer,4,PRSCRM,81,A1,First,No,MICHELANGELO ST,Part Three,Unarmed,776469.1215,,2959100.425,2013
118702,130200592.0,Friday,No,2013-04-05T17:25:00.000,InvPer,"[-71.080568, 42.310368]",Point,InvPer,4,VIORDR,329,B2,First,No,DEVON ST,Part Three,Unarmed,769616.463,,2938405.0069999998,2013
155858,130201019.0,Friday,No,2013-04-05T20:38:00.000,InvPer,"[-71.065953, 42.293974]",Point,InvPer,4,SUSPER,361,C11,First,No,MATHER ST,Part Three,Firearm,773599.9882,,2932450.51,2013
182012,130199530.0,Friday,No,2013-04-05T09:06:00.000,InvPer,"[-71.08179, 42.345411]",Point,InvPer,4,NIDV  ,146,D4,Day,No,W NEWTON ST,Part Three,Unarmed,769223.4913,HUNTINGTON AV,2951173.874,2013
252550,130200666.0,Friday,No,2013-04-05T18:00:00.000,InvPer,"[-71.07301, 42.322781]",Point,InvPer,4,PERGUN,183,B2,First,No,BROOK AV,Part Three,Firearm,771638.2938,DUDLEY ST,2942938.8619999997,2013
261178,130199021.0,Friday,No,2013-04-05T00:36:00.000,InvPer,"[0, 0]",Point,InvPer,4,IVPREM,0,C6,Last,No,SOUTHAMPTON ST,Part Three,Unarmed,,ALLSTATE RD,,2013
