,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
52415,,Saturday,No,2015-06-20T00:00:00.000,Simple Assault,"[-71.082553, 42.34107]",Point,08xx,6,ARREST,284,D4,,No,MASSACHUSETTS AVE,Part Two,None,769025.0,,2950000.0,2015
92017,,Saturday,No,2015-06-20T00:00:00.000,Simple Assault,"[-71.072764, 42.333112]",Point,08xx,6,AB,172,D4,,No,MASSACHUSETTS AVE,Part Two,Personal Weapon (hand  foot  etc.),771686.0,,2950000.0,2015
117276,,Saturday,No,2015-06-20T00:00:00.000,Simple Assault,"[-71.078918, 42.348288]",Point,08xx,6,DISTRB,130,D4,,No,EXETER ST,Part Two,None,769995.0,,2950000.0,2015
118513,,Saturday,No,2015-06-20T00:00:00.000,Simple Assault,"[-71.070585, 42.294723]",Point,08xx,6,NIDV,359,C11,,No,TREMLETT ST,Part Two,Personal Weapon (hand  foot  etc.),772345.0,,2930000.0,2015
124455,,Saturday,No,2015-06-20T16:16:00.000,Simple Assault,"[0, 0]",Point,08xx,6,ARREST,26,A7,,No,CONDOR ST,Part Two,None,,MERIDIAN ST,,2015
140105,,Saturday,No,2015-06-20T00:00:00.000,Simple Assault,"[-71.123671, 42.257675]",Point,08xx,6,AB,520,E18,,No,HYDE PARK AVE,Part Two,None,758042.0,,2920000.0,2015
141126,,Saturday,No,2015-06-20T01:27:00.000,Simple Assault,"[0, 0]",Point,08xx,6,CD35,117,A1,,No,STUART ST,Part Two,Personal Weapon (hand  foot  etc.),,,,2015
163668,,Saturday,No,2015-06-20T00:00:00.000,Simple Assault,"[-71.083112, 42.293653]",Point,08xx,6,ARREST,442,B3,,No,WALES ST,Part Two,None,768958.0,,2930000.0,2015
185918,,Saturday,No,2015-06-20T00:00:00.000,Simple Assault,"[-71.070389, 42.348277]",Point,08xx,6,AB,128,A1,,No,CORTES ST,Part Two,None,772300.0,,2950000.0,2015
191214,,Saturday,No,2015-06-20T00:00:00.000,Simple Assault,"[-71.079721, 42.34102]",Point,08xx,6,AB,155,D4,,No,WORCESTER ST,Part Two,None,769791.0,,2950000.0,2015
202475,,Saturday,No,2015-06-20T00:00:00.000,Simple Assault,"[-71.153455, 42.347747]",Point,08xx,6,AB,771,D14,,No,ACADEMY HILL RD,Part Two,None,749847.0,,2950000.0,2015
221597,,Saturday,No,2015-06-20T00:00:00.000,Simple Assault,"[-71.088417, 42.347102]",Point,08xx,6,ARREST,620,D4,,No,BOYLSTON ST,Part Two,None,767429.0,,2950000.0,2015
243552,,Saturday,No,2015-06-20T00:00:00.000,Simple Assault,"[-71.065842, 42.301387]",Point,08xx,6,NIDV,345,C11,,No,WESTVILLE ST,Part Two,None,773616.0,,2940000.0,2015
