,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
15843,,Monday,No,2015-06-22T00:00:00.000,Other,"[-71.06563, 42.379522]",Point,OTHER,6,IVMV,54,A15,,No,RUSSELL ST,Part Two,None,773529.0,,2960000.0,2015
31474,,Monday,No,2015-06-22T00:00:00.000,Other,"[-71.061218, 42.296662]",Point,OTHER,6,ARREST,355,C11,,No,DORCHESTER AVE,Part Two,None,774876.0,,2930000.0,2015
35255,,Monday,No,2015-06-22T00:00:00.000,Other,"[-71.073745, 42.282656]",Point,OTHER,6,FIRE,417,B3,,No,STOCKTON ST,Part Three,None,771512.0,,2930000.0,2015
45088,,Monday,No,2015-06-22T00:00:00.000,Other,"[-71.082392, 42.29979]",Point,OTHER,6,IVPER,457,B3,,No,PAGE ST,Part Two,None,769142.0,,2930000.0,2015
86751,,Monday,No,2015-06-22T19:38:00.000,Other,"[0, 0]",Point,OTHER,6,FIGHT,358,C11,,No,GENEVA AVE,Part Two,None,,,,2015
91294,,Monday,No,2015-06-22T00:00:00.000,Other,"[-71.071887, 42.293606]",Point,OTHER,6,IVPER,359,C11,,No,WASHINGTON ST,Part Three,None,771995.0,,2930000.0,2015
113941,,Monday,No,2015-06-22T00:00:00.000,Other,"[-71.03475, 42.382593]",Point,OTHER,6,IVPER,25,A7,,No,CONDOR ST,Part Two,None,781866.0,,2960000.0,2015
130867,,Monday,No,2015-06-22T08:41:00.000,Other,"[0, 0]",Point,OTHER,6,IVMV,556,E5,,No,SEYMOUR ST,Part Two,None,,,,2015
142232,,Monday,No,2015-06-22T00:00:00.000,Other,"[-71.11996, 42.273809]",Point,OTHER,6,IVPER,498,E18,,No,HYDE PARK AVE,Part Two,None,759021.0,,2930000.0,2015
162594,,Monday,No,2015-06-22T17:06:00.000,Other,"[0, 0]",Point,OTHER,6,IVPER,77,A1,,No,CONGRESS ST,Part Two,None,,,,2015
188189,,Monday,No,2015-06-22T00:00:00.000,Other,"[-71.08265, 42.276266]",Point,OTHER,6,IVPER,943,B3,,No,WOODBOLE AVE,Part Two,None,769114.0,,2930000.0,2015
195865,,Monday,No,2015-06-22T00:00:00.000,Other,"[-71.094675, 42.31944]",Point,OTHER,6,IVPER,304,B2,,No,WASHINGTON ST,Part Two,None,765785.0,,2940000.0,2015
201510,,Monday,No,2015-06-22T09:21:00.000,Other,"[0, 0]",Point,OTHER,6,IVMV,19,A7,,No,PRESCOTT ST,Part Two,None,,SARATOGA ST,,2015
204865,,Monday,No,2015-06-22T00:00:00.000,Other,"[-71.085156, 42.303161]",Point,OTHER,6,IVPER,458,B3,,No,BLUE HILL AVE,Part Two,None,768388.0,,2940000.0,2015
219152,,Monday,No,2015-06-22T00:00:00.000,Other,"[-71.121839, 42.351737]",Point,OTHER,6,IVMV,796,D14,,No,COMMONWEALTH AVE,Part Two,None,758387.0,,2950000.0,2015
229086,,Monday,No,2015-06-22T19:00:00.000,Other,"[0, 0]",Point,OTHER,6,IVPER,0,,,No,,Part Two,None,,,,2015
