,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
8790,142055116.0,Saturday,No,2014-12-06T07:53:00.000,MVAcc,"[-71.04977, 42.291721]",Point,MVAcc,12,MVA,0,C11,Day,No,NEPONSET AV,Other,Unarmed,777982.806,BOUTWELL ST,2931652.4480000003,2014
27602,142055054.0,Saturday,No,2014-12-06T00:48:00.000,MVAcc,"[-71.12295, 42.293626]",Point,MVAcc,12,MVA,0,E5,Last,No,SOUTH STREET,Other,Unarmed,758180.0128,,2932250.6410000003,2014
38043,142055188.0,Saturday,No,2014-12-06T12:37:00.000,MVAcc,"[-71.036845, 42.346022]",Point,MVAcc,12,MVA,0,C6,Day,No,CHANNEL ST,Other,Unarmed,781372.1478,,2951459.105,2014
63327,142055293.0,Saturday,No,2014-12-06T18:56:00.000,MVAcc,"[-71.0828, 42.283631]",Point,MVAcc,12,MVA,0,B3,First,No,NORFOLK ST,Other,Unarmed,769060.5737,,2928658.894,2014
74942,142055359.0,Saturday,No,2014-12-06T00:55:00.000,MVAcc,"[-71.081325, 42.284171]",Point,MVAcc,12,MVA,0,B3,Last,No,NORFOLK ST,Other,Unarmed,769458.7382,,2928857.633,2014
83637,142055096.0,Saturday,No,2014-12-06T04:38:00.000,MVAcc,"[-71.15342, 42.349091]",Point,MVAcc,12,MVA,0,D14,Last,No,MARKET ST,Other,Unarmed,749854.0873,WASHINGTON ST,2952428.1289999997,2014
90844,142055304.0,Saturday,No,2014-12-06T21:50:00.000,MVAcc,"[-71.09856, 42.347161]",Point,MVAcc,12,MVA,0,D4,First,No,BROOKLINE AV,Other,Unarmed,764687.0116,LANSDOWNE ST,2951789.825,2014
116607,142055109.0,Saturday,No,2014-12-06T01:35:00.000,MVAcc,"[-71.0575, 42.362761]",Point,MVAcc,12,MVA,0,A1,Last,No,SUDBURY ST,Other,Unarmed,775757.0621,SURFACE RD,2957529.673,2014
125194,142055127.0,Saturday,No,2014-12-06T08:15:00.000,MVAcc,"[-71.0782, 42.338521]",Point,MVAcc,12,MVA,0,D4,Day,No,W SPRINGFIELD ST,Other,Unarmed,770206.4021,,2948667.811,2014
126356,142055125.0,Saturday,No,2014-12-06T09:00:00.000,MVAcc,"[-71.011876, 42.385742]",Point,MVAcc,12,MVA,0,A7,Day,No,SARATOGA ST,Other,Unarmed,788039.123,,2965971.414,2014
129518,142055319.0,Saturday,No,2014-12-06T22:25:00.000,MVAcc,"[-71.14079, 42.251316]",Point,MVAcc,12,PROP,0,E18,First,No,VERNON ST,Other,Unarmed,753418.2513,,2916811.438,2014
130687,142055089.0,Saturday,No,2014-12-06T03:32:00.000,MVAcc,"[-71.008874, 42.39214]",Point,MVAcc,12,MVA,0,A7,Last,No,FAYWOOD AV,Other,Unarmed,788836.8524,,2968307.764,2014
132929,142055290.0,Saturday,No,2014-12-06T20:42:00.000,MVAcc,"[-71.08569, 42.321301]",Point,MVAcc,12,MVA,0,B2,First,No,DALE ST,Other,Unarmed,768211.8718,WALNUT,2942382.6139999996,2014
147101,142055229.0,Saturday,No,2014-12-06T16:10:00.000,MVAcc,"[-71.1601, 42.278231]",Point,MVAcc,12,MVA,0,E5,First,No,CENTRE ST,Other,Unarmed,748151.2646,SPRING ST,2926598.22,2014
148970,142055049.0,Saturday,No,2014-12-06T00:15:00.000,MVAcc,"[-71.097, 42.328151]",Point,MVAcc,12,MVA,0,B2,Last,No,COLUMBUS AV,Other,Unarmed,765141.45,CEDAR ST,2944864.2189999996,2014
155508,142055214.0,Saturday,No,2014-12-06T14:47:00.000,MVAcc,"[-71.161765, 42.348966]",Point,MVAcc,12,MVA,0,D14,Day,No,WASHINGTON ST,Other,Unarmed,747598.4647,BEECHCROFT ST,2952373.521,2014
157276,142055281.0,Saturday,No,2014-12-06T18:58:00.000,MVAcc,"[-71.15336, 42.338161]",Point,MVAcc,12,MVA,0,D14,First,No,CHESTNUT HILL AV,Other,Other,749886.4928,COMMONWEALTH AV,2948445.084,2014
159435,142055272.0,Saturday,No,2014-12-06T19:30:00.000,MVAcc,"[-71.05705, 42.298211]",Point,MVAcc,12,MVA,0,C11,First,No,GIBSON ST,Other,Unarmed,776000.8359,ADAMS ST,2934007.184,2014
182729,142055246.0,Saturday,No,2014-12-06T16:34:00.000,MVAcc,"[-71.013472, 42.390952]",Point,MVAcc,12,MVA,0,A7,First,No,MCCLELLAN HY,Other,Other,787597.2436,BOARDMAN ST,2967867.869,2014
188170,142055063.0,Saturday,No,2014-12-06T01:19:00.000,MVAcc,"[-71.15709, 42.349081]",Point,MVAcc,12,MVA,0,D14,Last,No,WASHINGTON ST,Other,Unarmed,748862.0354,FOSTER ST,2952420.475,2014
232485,142055278.0,Saturday,No,2014-12-06T19:40:00.000,MVAcc,"[-71.15185, 42.336806]",Point,MVAcc,12,MVA,0,D14,First,No,CHESTNUT HILL AV,Other,Other,750296.7595,,2947952.96,2014
