,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
27255,140267911.0,Friday,No,2014-05-02T12:20:00.000,32GUN,"[-71.12395, 42.256421]",Point,32GUN,5,MISC  ,520,E18,Day,No,HYDE PARK AV,Part three,Unarmed,757969.2324,,2918691.415,2014
152508,140267453.0,Friday,No,2014-05-02T09:00:00.000,32GUN,"[-71.085618, 42.32866]",Point,32GUN,5,FDWEAP,282,B2,Day,No,WASHINGTON ST,Part three,Other,768218.0809,,2945064.255,2014
230576,140267709.0,Friday,No,2014-05-02T11:00:00.000,32GUN,"[-71.150915, 42.348981]",Point,32GUN,5,FDWEAP,778,D14,Day,No,WASHINGTON ST,Part three,Unarmed,750531.3965,,2952390.805,2014
241786,140275051.0,Friday,No,2014-05-02T14:30:00.000,32GUN,"[-71.046355, 42.286646]",Point,32GUN,5,INVEST,381,C11,Day,No,CHICKATAWBUT ST,Part three,Unarmed,778916.6078,,2929807.945,2014
250202,140268135.0,Friday,No,2014-05-02T14:00:00.000,32GUN,"[-71.12395, 42.256421]",Point,32GUN,5,MISC  ,520,E18,Day,No,HYDE PARK AV,Part three,Unarmed,757969.2324,,2918691.415,2014
254850,140268379.0,Friday,No,2014-05-02T15:55:00.000,32GUN,"[-71.05364, 42.313521]",Point,32GUN,5,FDWEAP,249,C11,Day,No,TUTTLE ST,Part three,Unarmed,776894.1263,,2939590.9260000004,2014
258665,140268120.0,Friday,No,2014-05-02T13:50:00.000,32GUN,"[-71.12395, 42.256421]",Point,32GUN,5,MISC  ,520,E18,Day,No,HYDE PARK AV,Part three,Unarmed,757969.2324,,2918691.415,2014
