,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
834,130538859.0,Monday,No,2013-08-26T09:35:00.000,PropLost,"[-71.1374, 42.353551]",Point,PropLost,8,LSTPRP,802,D14,Day,No,CAMBRIDGE ST,Part three,Unarmed,754177.6667,BRIGHTON AV,2954071.4460000005,2013
16498,130541881.0,Monday,No,2013-08-26T23:00:00.000,PropLost,"[-71.07526, 42.345831]",Point,PropLost,8,LSTPRP,150,D4,First,No,COLUMBUS AV,Part three,Unarmed,770988.0004,DARTMOUTH ST,2951335.652,2013
33051,130539479.0,Monday,No,2013-08-26T08:30:00.000,PropLost,"[-71.10722, 42.338891]",Point,PropLost,8,LSTPRP,614,B2,Day,No,LONGWOOD AV,Part three,Unarmed,762359.8722,BROOKLINE AV,2948765.1810000003,2013
45091,130540538.0,Monday,No,2013-08-26T22:24:00.000,PropLost,"[-71.096153, 42.324338]",Point,PropLost,8,LARCIP,302,B2,First,No,MARCELLA ST,Part three,Unarmed,765377.0161,,2943475.6160000004,2013
97071,130539334.0,Monday,No,2013-08-26T12:37:00.000,PropLost,"[-71.078435, 42.340291]",Point,PropLost,8,LSTPRP,155,D4,Day,No,TREMONT ST,Part three,Unarmed,770139.6778,,2949312.517,2013
98236,130541212.0,Monday,No,2013-08-26T18:30:00.000,PropLost,"[-71.114525, 42.302651]",Point,PropLost,8,LSTPRP,651,E13,First,No,SOUTH ST,Part three,Unarmed,760444.5696,,2935549.682,2013
102724,130539952.0,Monday,No,2013-08-26T12:00:00.000,PropLost,"[-71.171675, 42.278601]",Point,PropLost,8,LSTPRP,729,E5,Day,No,VFW PY,Part three,Unarmed,745018.3088,,2926720.784,2013
114716,130539310.0,Monday,No,2013-08-26T13:30:00.000,PropLost,"[-71.157647, 42.292941]",Point,PropLost,8,LSTPRP,694,E5,Day,No,WESTOVER ST,Part three,Unarmed,748793.526,,2931961.3260000004,2013
159248,130539170.0,Monday,No,2013-08-26T07:00:00.000,PropLost,"[-71.121909, 42.320483]",Point,PropLost,8,LSTPRP,633,E13,Last,No,PERKINS ST,Part three,Unarmed,758418.175,,2942038.8189999997,2013
162700,130540125.0,Monday,No,2013-08-26T19:08:00.000,PropLost,"[-71.0892, 42.290746]",Point,PropLost,8,LARCRT,440,B3,First,No,BLUE HILL AV,Part three,Unarmed,767316.2688,,2931243.297,2013
164349,130540591.0,Monday,No,2013-08-26T21:06:00.000,PropLost,"[-71.103995, 42.333881]",Point,PropLost,8,LARCRT,603,B2,First,No,TREMONT ST,Part three,Unarmed,763240.2622,,2946943.477,2013
206889,130539283.0,Monday,No,2013-08-26T13:00:00.000,PropLost,"[-71.063675, 42.352301]",Point,PropLost,8,LSTPRP,111,A1,Day,No,BOYLSTON ST,Part three,Unarmed,774107.7181,,2953709.249,2013
213624,130544483.0,Monday,No,2013-08-26T22:45:00.000,PropLost,"[-71.059415, 42.359251]",Point,PropLost,8,LSTPRP,65,A1,First,No,CAMBRIDGE ST,Part three,Unarmed,775246.1256,,2956247.881,2013
231920,130538800.0,Monday,No,2013-08-26T09:00:00.000,PropLost,"[-71.067775, 42.273361]",Point,PropLost,8,LARCRT,935,C11,Day,No,DORCHESTER AV,Part three,Unarmed,773145.2492,,2924936.613,2013
264667,130546410.0,Monday,No,2013-08-26T10:00:00.000,PropLost,"[0, 0]",Point,PropLost,8,INVEST,82,A1,Day,No,CHARLES RIVER AV,Part three,Unarmed,,,,2013
