,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
27780,,Tuesday,No,2015-06-16T00:00:00.000,Simple Assault,"[-71.075552, 42.30176]",Point,08xx,6,NIDV,461,C11,,No,BOWDOIN AVE,Part Two,None,770989.0,,2940000.0,2015
43249,,Tuesday,No,2015-06-16T19:09:00.000,Simple Assault,"[0, 0]",Point,08xx,6,AB,10,A7,,No,SARATOGA ST,Part Two,None,,,,2015
62306,,Tuesday,No,2015-06-16T00:00:00.000,Simple Assault,"[-71.042916, 42.335506]",Point,08xx,6,AB,225,C6,,No,E BROADWAY,Part Two,Other,779751.0,,2950000.0,2015
81418,,Tuesday,No,2015-06-16T00:00:00.000,Simple Assault,"[-71.107828, 42.336063]",Point,08xx,6,IVPER,593,B2,,No,FRANCIS ST,Part Two,None,762200.0,,2950000.0,2015
84563,,Tuesday,No,2015-06-16T19:00:00.000,Simple Assault,"[0, 0]",Point,08xx,6,AB,524,E18,,No,TRUMAN PKWY,Part Two,None,, WAKEFIELD AVE ,,2015
109434,,Tuesday,No,2015-06-16T00:00:00.000,Simple Assault,"[-71.07934, 42.295977]",Point,08xx,6,ASLTIP,443,B3,,No,STANDISH ST,Part Two,Personal Weapon (hand  foot  etc.),769975.0,,2930000.0,2015
132857,,Tuesday,No,2015-06-16T14:40:00.000,Simple Assault,"[0, 0]",Point,08xx,6,ASLTIP,613,B2,,No,PILGRIM RD,Part Two,Personal Weapon (hand  foot  etc.),,,,2015
145851,,Tuesday,No,2015-06-16T21:29:00.000,Simple Assault,"[0, 0]",Point,08xx,6,ARREST,72,A1,,No,BOWDOIN ST,Part Two,Personal Weapon (hand  foot  etc.),,NEW CHARDON ST,,2015
159798,,Tuesday,No,2015-06-16T00:00:00.000,Simple Assault,"[-71.058397, 42.287877]",Point,08xx,6,INVEST,393,C11,,No,FLORIDA ST,Part Two,None,775656.0,,2930000.0,2015
163739,,Tuesday,No,2015-06-16T00:00:00.000,Simple Assault,"[-71.15815, 42.348464]",Point,08xx,6,REQEP,762,D14,,No,SHANLEY ST,Part Two,Personal Weapon (hand  foot  etc.),748576.0,,2950000.0,2015
238933,,Tuesday,No,2015-06-16T00:00:00.000,Simple Assault,"[-71.078688, 42.309278]",Point,08xx,6,NIDV,329,B2,,No,DEVON ST,Part Two,None,770127.0,,2940000.0,2015
241596,,Tuesday,No,2015-06-16T00:00:00.000,Simple Assault,"[-71.10101, 42.270567]",Point,08xx,6,DVIP,475,B3,,No,CUMMINS HWY,Part Two,None,764155.0,,2920000.0,2015
