,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
6268,130483978.0,Friday,No,2013-08-02T10:00:00.000,PropFound,"[-71.14938, 42.287191]",Point,PropFound,8,FDPROP,691,E5,Day,No,CENTRE ST,Part three,Unarmed,751038.8958,,2929875.124,2013
53629,130481189.0,Friday,No,2013-08-02T08:00:00.000,PropFound,"[-71.090956, 42.333723]",Point,PropFound,8,FDPROP,289,B2,Day,No,SCHROEDER PLAZA,Part three,Unarmed,766765.8102,,2946902.542,2013
106974,130481826.0,Friday,No,2013-08-02T12:45:00.000,PropFound,"[-71.063208, 42.364318]",Point,PropFound,8,FDPROP,61,A1,Day,No,CAUSEWAY ST,Part three,Unarmed,774211.4955,,2958089.1139999996,2013
116648,130482556.0,Friday,No,2013-08-02T18:53:00.000,PropFound,"[-71.075798, 42.343689]",Point,PropFound,8,BOMB  ,153,D4,First,No,W CANTON ST,Part three,Unarmed,770846.3890000001,,2950554.248,2013
117361,130481542.0,Friday,No,2013-08-02T11:20:00.000,PropFound,"[-71.08174, 42.340581]",Point,PropFound,8,FDPROP,579,D4,Day,No,COLUMBUS AV,Part three,Unarmed,769245.6389,MASSACHUSETTS AV,2949413.7989999996,2013
164496,130480756.0,Friday,No,2013-08-02T01:16:00.000,PropFound,"[-71.059575, 42.302511]",Point,PropFound,8,SSTOP ,349,C11,Last,No,DORCHESTER AV,Part three,Unarmed,775309.6471,,2935570.63,2013
191587,130482534.0,Friday,No,2013-08-02T18:40:00.000,PropFound,"[-71.07517, 42.334901]",Point,PropFound,8,FDPROP,170,D4,First,No,MASSACHUSETTS AV,Part three,Unarmed,771032.1683,HARRISON AV,2947352.683,2013
208543,130557953.0,Friday,No,2013-08-02T13:00:00.000,PropFound,"[-71.082729, 42.303966]",Point,PropFound,8,FDPROP,330,B2,Day,No,COLUMBIA RD,Part three,Unarmed,769043.4976,,2936069.102,2013
219411,130482842.0,Friday,No,2013-08-02T20:30:00.000,PropFound,"[-71.059987, 42.361648]",Point,PropFound,8,FDPROP,72,A1,First,No,SUDBURY ST,Part three,Unarmed,775087.02,,2957120.525,2013
227081,130480996.0,Friday,No,2013-08-02T05:50:00.000,PropFound,"[-71.14714, 42.350141]",Point,PropFound,8,LSTPRP,783,D14,Last,No,WARREN AV,Part three,Unarmed,751550.0989,CAMBRIDGE ST,2952817.73,2013
234220,130480972.0,Friday,No,2013-08-02T04:53:00.000,PropFound,"[-71.07163, 42.350686]",Point,PropFound,8,FDPROP,129,D4,Last,No,ST JAMES AV,Part three,Unarmed,771960.4134,,2953109.815,2013
243521,130480903.0,Friday,No,2013-08-02T02:30:00.000,PropFound,"[-71.05181, 42.359651]",Point,PropFound,8,FDPROP,95,A1,Last,No,ATLANTIC AV,Part three,Unarmed,777300.7852,STATE ST,2956404.357,2013
250579,130481678.0,Friday,No,2013-08-02T08:00:00.000,PropFound,"[-71.05301, 42.341561]",Point,PropFound,8,FDPROP,201,C6,Day,No,B ST,Part three,Unarmed,777011.0069,W 3RD ST,2949810.3239999996,2013
