,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
17657,140367810.0,Tuesday,No,2014-06-10T22:42:00.000,PersLoc,"[-71.061933, 42.287398]",Point,PersLoc,6,MISPER,393,C11,First,No,DRACUT ST,Other,Unarmed,774699.9919,,2930059.777,2014
42175,140365231.0,Tuesday,No,2014-06-10T05:30:00.000,PersLoc,"[-71.077115, 42.323046]",Point,PersLoc,6,MISPER,265,B2,Last,No,MORELAND ST,Other,Unarmed,770527.7036,,2943029.903,2014
63692,140367050.0,Tuesday,No,2014-06-10T10:30:00.000,PersLoc,"[-71.14243, 42.349389]",Point,PersLoc,6,MISPER,784,D14,Day,No,WARREN ST,Other,Unarmed,752824.3316,,2952548.8430000003,2014
71379,140366336.0,Tuesday,No,2014-06-10T12:32:00.000,PersLoc,"[-71.085402, 42.302343]",Point,PersLoc,6,MISPER,458,B3,Day,No,BLUE HILL AV,Other,Other,768323.3179,OLD RD,2935474.13,2014
83633,140365077.0,Tuesday,No,2014-06-10T05:30:00.000,PersLoc,"[-71.077115, 42.323046]",Point,PersLoc,6,MISPER,265,B2,Last,No,MORELAND ST,Other,Unarmed,770527.7036,,2943029.903,2014
109583,140367529.0,Tuesday,No,2014-06-10T17:00:00.000,PersLoc,"[-71.07461, 42.278136]",Point,PersLoc,6,MISPER,413,B3,First,No,GALLIVAN BL,Other,Unarmed,771286.7457,,2926667.387,2014
126023,140367761.0,Tuesday,No,2014-06-10T05:30:00.000,PersLoc,"[-71.119115, 42.271606]",Point,PersLoc,6,CURFEW,498,E18,Last,No,CLARE AV,Other,Unarmed,759253.4211,,2924230.8389999997,2014
180544,140367052.0,Tuesday,No,2014-06-10T06:45:00.000,PersLoc,"[-71.14243, 42.349389]",Point,PersLoc,6,MISPER,784,D14,Last,No,WARREN ST,Other,Unarmed,752824.3316,,2952548.8430000003,2014
215142,140368476.0,Tuesday,No,2014-06-10T20:45:00.000,PersLoc,"[-71.1055, 42.32078]",Point,PersLoc,6,MISPER,578,E13,First,No,WYMAN ST,Other,Unarmed,762855.2941,,2942167.099,2014
227607,140367142.0,Tuesday,No,2014-06-10T16:15:00.000,PersLoc,"[-71.10316, 42.326236]",Point,PersLoc,6,MISPER,906,E13,First,No,HEATH ST,Other,Unarmed,763478.9920000001,,2944158.5510000004,2014
239264,140370296.0,Tuesday,No,2014-06-10T22:00:00.000,PersLoc,"[-71.085387, 42.289863]",Point,PersLoc,6,MISPER,944,B3,First,No,AMES ST,Other,Unarmed,768349.27,,2930926.4310000003,2014
