,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
3443,140228861.0,Tuesday,No,2014-04-15T01:00:00.000,32GUN,"[-71.079465, 42.313576]",Point,32GUN,4,FDWEAP,326,B2,Last,No,BLUE HILL AV,Part three,Unarmed,769909.2121,,2939575.735,2014
15971,140229077.0,Tuesday,No,2014-04-15T15:00:00.000,32GUN,"[-71.148575, 42.287141]",Point,32GUN,4,FDWEAP,691,E5,Day,No,CENTRE ST,Part three,Unarmed,751256.7891,,2929857.7989999996,2014
20732,140229068.0,Tuesday,No,2014-04-15T15:00:00.000,32GUN,"[-71.148575, 42.287141]",Point,32GUN,4,FDWEAP,691,E5,Day,No,CENTRE ST,Part three,Unarmed,751256.7891,,2929857.7989999996,2014
23261,140229076.0,Tuesday,No,2014-04-15T15:00:00.000,32GUN,"[-71.148575, 42.287141]",Point,32GUN,4,FDWEAP,691,E5,Day,No,CENTRE ST,Part three,Unarmed,751256.7891,,2929857.7989999996,2014
85371,140229522.0,Tuesday,No,2014-04-15T19:00:00.000,32GUN,"[-71.108835, 42.322276]",Point,32GUN,4,BUYBAK,582,E13,First,No,CENTRE ST,Part three,Firearm,761951.0062,,2942708.367,2014
85979,140229358.0,Tuesday,No,2014-04-15T16:45:00.000,32GUN,"[-71.148575, 42.287141]",Point,32GUN,4,FDWEAP,691,E5,First,No,CENTRE ST,Part three,Firearm,751256.7891,,2929857.7989999996,2014
187713,140229350.0,Tuesday,No,2014-04-15T16:45:00.000,32GUN,"[-71.148575, 42.287141]",Point,32GUN,4,FDWEAP,691,E5,First,No,CENTRE ST,Part three,Firearm,751256.7891,,2929857.7989999996,2014
188603,140228795.0,Tuesday,No,2014-04-15T13:03:00.000,32GUN,"[-71.09441, 42.315681]",Point,32GUN,4,FDWEAP,307,E13,Day,No,WESTMINSTER AV,Part three,Firearm,765863.4117,WARDMAN RD,2940323.2569999998,2014
204292,140228860.0,Tuesday,No,2014-04-15T01:00:00.000,32GUN,"[-71.079465, 42.313576]",Point,32GUN,4,FDWEAP,326,B2,Last,No,BLUE HILL AV,Part three,Unarmed,769909.2121,,2939575.735,2014
205080,140229726.0,Tuesday,No,2014-04-15T19:42:00.000,32GUN,"[-71.091325, 42.284861]",Point,32GUN,4,IVPER ,465,B3,First,No,BLUE HILL AV,Part three,Other,766751.5911,,2929095.955,2014
