,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
58995,130242270.0,Thursday,No,2013-04-25T01:30:00.000,Service,"[-71.05208, 42.363651]",Point,Service,4,ARREST,89,A1,Last,No,LEWIS ST,Part Three,Unarmed,777220.1572,NORTH ST,2957861.651,2013
72788,130242398.0,Thursday,No,2013-04-25T02:40:00.000,Service,"[-71.063785, 42.349246]",Point,Service,4,IVPER ,0,A1,Last,No,WASHINGTON ST,Part Three,Unarmed,774083.6785,,2952595.797,2013
128200,130447658.0,Thursday,No,2013-04-25T12:00:00.000,Service,"[-71.12088, 42.351821]",Point,Service,4,INVEST,797,D14,Day,No,COMMONWEALTH AV,Part three,Unarmed,758645.7992,,2953460.415,2013
139061,130243722.0,Thursday,No,2013-04-25T17:05:00.000,Service,"[-71.03926, 42.380541]",Point,Service,4,ARREST,24,A7,First,No,MERIDIAN ST,Part Three,Unarmed,780651.5658,WHITE ST,2964035.159,2013
140886,130243436.0,Thursday,No,2013-04-25T17:30:00.000,Service,"[-71.04625, 42.354256]",Point,Service,4,CD11  ,207,C6,First,No,COURTHOUSE WY,Part Three,Unarmed,778813.9495,,2954446.2630000003,2013
171777,130244291.0,Thursday,No,2013-04-25T21:52:00.000,Service,"[-71.07708, 42.287021]",Point,Service,4,SSTOP ,435,B3,First,No,WHITMAN ST,Part Three,Unarmed,770602.2625,,2929901.88,2013
186822,130243965.0,Thursday,No,2013-04-25T18:49:00.000,Service,"[-71.059085, 42.304686]",Point,Service,4,ARREST,348,C11,First,No,DORCHESTER AV,Part Three,Unarmed,775438.1029,,2936363.917,2013
187884,130243960.0,Thursday,No,2013-04-25T17:30:00.000,Service,"[-71.04625, 42.354256]",Point,Service,4,CD10  ,0,C6,First,No,COURTHOUSE WY,Part Three,Unarmed,778813.9495,,2954446.2630000003,2013
193743,130242569.0,Thursday,No,2013-04-25T07:56:00.000,Service,"[-71.078836, 42.300272]",Point,Service,4,IVPER ,455,B3,Day,No,NORWELL ST,Part Three,Unarmed,770103.1274,,2934728.188,2013
244678,130243514.0,Thursday,No,2013-04-25T15:44:00.000,Service,"[-71.083085, 42.342421]",Point,Service,4,DOGBIT,145,D4,Day,No,ALBEMARLE ST,Part Three,Unarmed,768878.7368,,2950082.5489999996,2013
250990,130242874.0,Thursday,No,2013-04-25T10:30:00.000,Service,"[-71.063757, 42.354358]",Point,Service,4,ARREST,0,A1,Day,No,TREMONT ST,Part Three,Unarmed,774081.4655,,2954458.626,2013
