,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
6945,140272868.0,Sunday,No,2014-05-04T13:00:00.000,PropLost,"[-71.0605, 42.283026]",Point,PropLost,5,LSTPRP,390,C11,Day,No,CARRUTH ST,Part three,Unarmed,775096.0081,,2928468.728,2014
12859,140276212.0,Sunday,No,2014-05-04T01:00:00.000,PropLost,"[-71.0649, 42.351031]",Point,PropLost,5,INVEST,72,A1,Last,No,TREMONT ST,Part three,Unarmed,773778.9577,STUART ST,2953244.745,2014
24959,140272231.0,Sunday,No,2014-05-04T01:00:00.000,PropLost,"[-71.065775, 42.352431]",Point,PropLost,5,LSTPRP,118,A1,Last,No,BOYLSTON ST,Part three,Unarmed,773539.8413,,2953753.727,2014
37517,140275111.0,Sunday,No,2014-05-04T12:00:00.000,PropLost,"[-71.11069, 42.324233]",Point,PropLost,5,LSTPRP,609,E13,Day,No,EVERGREEN ST,Part three,Unarmed,761446.0413,,2943419.0930000003,2014
114278,140280668.0,Sunday,No,2014-05-04T12:00:00.000,PropLost,"[-71.135855, 42.354211]",Point,PropLost,5,LSTPRP,803,D14,Day,No,CAMBRIDGE ST,Part three,Unarmed,754594.2509,,2954313.7430000002,2014
186910,140290455.0,Sunday,No,2014-05-04T19:00:00.000,PropLost,"[-71.083645, 42.341856]",Point,PropLost,5,LSTPRP,145,D4,First,No,MASSACHUSETTS AV,Part three,Unarmed,768728.349,,2949875.913,2014
250429,140292559.0,Sunday,No,2014-05-04T08:00:00.000,PropLost,"[-71.138508, 42.355898]",Point,PropLost,5,LSTPRP,804,D14,Day,No,EVERETT ST,Part three,Unarmed,753874.4121,,2954925.45,2014
252296,140274642.0,Sunday,No,2014-05-04T14:00:00.000,PropLost,"[-71.05689, 42.314401]",Point,PropLost,5,LSTPRP,381,C11,Day,No,HALLAM ST,Part three,Unarmed,776013.4720000001,DORCHESTER AV,2939907.289,2014
