,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
29715,130523142.0,Monday,No,2013-08-19T17:00:00.000,InvProp,"[-71.060745, 42.289931]",Point,InvProp,8,MEET  ,366,C11,First,No,SHEPTON ST,Part three,Unarmed,775016.7511,,2930984.666,2013
47790,130522585.0,Monday,No,2013-08-19T12:30:00.000,InvProp,"[-71.13469, 42.245247]",Point,InvProp,8,VANRPT,533,E18,Day,No,READVILLE ST,Part three,Unarmed,755079.0022,,2914606.6810000003,2013
58185,130544208.0,Monday,No,2013-08-19T10:00:00.000,InvProp,"[-71.067945, 42.287781]",Point,InvProp,8,BERPTA,401,C11,Day,No,OCEAN ST,Part three,Other,773072.6247,,2930191.223,2013
91216,130522850.0,Monday,No,2013-08-19T10:08:00.000,InvProp,"[-71.062335, 42.292806]",Point,InvProp,8,LARCRT,396,C11,Day,No,DORCHESTER AV,Part three,Unarmed,774581.1722,,2932030.142,2013
97054,130522631.0,Monday,No,2013-08-19T12:45:00.000,InvProp,"[-71.081625, 42.336141]",Point,InvProp,8,INVEST,903,D4,Day,No,TROTTER CT,Part three,Unarmed,769284.6658,,2947795.935,2013
102228,130522411.0,Monday,No,2013-08-19T08:45:00.000,InvProp,"[-71.040645, 42.332196]",Point,InvProp,8,IVPER ,229,C6,Day,No,E 7TH ST,Part three,Unarmed,780372.2446,,2946415.318,2013
120573,130523971.0,Monday,No,2013-08-19T23:46:00.000,InvProp,"[-71.06657, 42.349641]",Point,InvProp,8,SHOTS ,126,A1,Last,No,MELROSE ST,Part three,Unarmed,773330.1167,CHARLES ST S,2952735.905,2013
138899,130522957.0,Monday,No,2013-08-19T15:43:00.000,InvProp,"[-71.12232, 42.351801]",Point,InvProp,8,IVPREM,796,D14,Day,No,COMMONWEALTH AV,Part three,Unarmed,758256.5914,,2953451.3989999997,2013
165086,130521898.0,Monday,No,2013-08-19T02:54:00.000,InvProp,"[-71.09666, 42.318511]",Point,InvProp,8,SHOTS ,304,B2,Last,No,NOTRE DAME ST,Part three,Other,765249.9973,,2941351.672,2013
193285,130521946.0,Monday,No,2013-08-19T04:13:00.000,InvProp,"[-71.036045, 42.368081]",Point,InvProp,8,SHOTS ,30,A7,Last,No,EVERETT ST,Part three,Unarmed,781544.9001,,2959499.195,2013
197487,130522005.0,Monday,No,2013-08-19T06:44:00.000,InvProp,"[-71.035045, 42.365841]",Point,InvProp,8,DISTRB,34,A7,Last,No,WEBSTER ST,Part three,Unarmed,781819.5843,,2958684.367,2013
216913,130523646.0,Monday,No,2013-08-19T20:28:00.000,InvProp,"[-71.04997, 42.293011]",Point,InvProp,8,SHOTS ,369,C11,First,No,HOUGHTON ST,Part three,Unarmed,777926.2129,POPES HILL ST,2932122.256,2013
217254,130523143.0,Monday,No,2013-08-19T16:57:00.000,InvProp,"[-71.046855, 42.309927]",Point,InvProp,8,ALARMR,252,C11,First,No,SAVIN HILL AV,Part three,Unarmed,778736.0891,,2938290.8839999996,2013
243322,130525837.0,Monday,No,2013-08-19T18:45:00.000,InvProp,"[-71.073034, 42.315348]",Point,InvProp,8,LARCRT,327,B2,First,No,HARTFORD ST,Part three,Unarmed,771645.2339,,2940229.828,2013
