,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
4754,142041824.0,Thursday,No,2014-10-23T08:00:00.000,PropDam,"[-71.169502, 42.352107]",Point,PropDam,10,IVPREM,0,D14,Day,No,HUNNEWELL AV,Part three,Unarmed,745502.4344,,2953509.673,2014
24172,142041816.0,Thursday,No,2014-10-23T08:03:00.000,PropDam,"[-71.04454, 42.335476]",Point,PropDam,10,PROP,0,C6,Day,No,E BROADWAY,Part three,Unarmed,779312.6992,,2947604.958,2014
78051,142041781.0,Thursday,No,2014-10-23T00:45:00.000,PropDam,"[-71.06123, 42.318241]",Point,PropDam,10,IVPREM,0,C11,Last,No,WILLIS ST,Part three,Unarmed,774832.4575,,2941300.58,2014
87525,142041777.0,Thursday,No,2014-10-23T00:20:00.000,PropDam,"[-71.087047, 42.328859]",Point,PropDam,10,IVPREM,0,B2,Last,No,KENILWORTH ST,Part three,Unarmed,767831.52,,2945134.812,2014
106882,142041811.0,Thursday,No,2014-10-23T07:56:00.000,PropDam,"[-71.077, 42.339601]",Point,PropDam,10,IVPREM,0,D4,Day,No,W CONCORD ST,Part three,Other,770528.8857,,2949062.99,2014
166889,142041875.0,Thursday,No,2014-10-23T11:25:00.000,PropDam,"[-71.069995, 42.337476]",Point,PropDam,10,PROP,0,D4,Day,No,E BROOKLINE ST,Part three,Other,772426.6434,,2948298.0719999997,2014
205552,142041776.0,Thursday,No,2014-10-23T00:15:00.000,PropDam,"[-71.05664, 42.290721]",Point,PropDam,10,IVPREM,0,C11,Last,No,MALLET ST,Part three,Unarmed,776125.9426,ADAMS ST,2931278.297,2014
213626,142041820.0,Thursday,No,2014-10-23T08:30:00.000,PropDam,"[-71.05585, 42.316161]",Point,PropDam,10,IVPREM,0,C11,Day,No,ROMSEY ST,Part three,Unarmed,776291.4162,,2940550.126,2014
245736,142041818.0,Thursday,No,2014-10-23T08:15:00.000,PropDam,"[-71.096606, 42.28424]",Point,PropDam,10,IVPREM,0,B3,Day,No,WESTMOOR RD,Part three,Unarmed,765323.5602,,2928862.752,2014
249260,142041884.0,Thursday,No,2014-10-23T06:30:00.000,PropDam,"[-71.067079, 42.296548]",Point,PropDam,10,PROP,0,C11,Last,No,WALDECK ST,Part three,Unarmed,773290.5774,,2933387.063,2014
249564,142041789.0,Thursday,No,2014-10-23T00:30:00.000,PropDam,"[-71.04224, 42.332171]",Point,PropDam,10,IVPREM,0,C6,Last,No,E 7TH ST,Part three,Other,779941.0237,,2946403.889,2014
251113,142041819.0,Thursday,No,2014-10-23T07:27:00.000,PropDam,"[-71.08873, 42.316866]",Point,PropDam,10,PROP,0,B2,Last,No,HARRISHOF ST,Part three,Other,767397.5413,,2940762.4489999996,2014
260674,142041812.0,Thursday,No,2014-10-23T06:30:00.000,PropDam,"[0, 0]",Point,PropDam,10,IVPREM,0,A1,Last,No,RIVER ST PL,Part three,Unarmed,,,,2014
