,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
87203,,Thursday,No,2015-06-25T00:00:00.000,Disorderly Conduct,"[-71.118026, 42.26887]",Point,24xx,6,IVPER,496,E18,,No,HUNTINGTON AVE,Part Two,None,759553.0,,2920000.0,2015
115565,,Thursday,No,2015-06-25T00:00:00.000,Disorderly Conduct,"[-71.090303, 42.285761]",Point,24xx,6,IVPER,430,B3,,No,WOODROW AVE,Part Two,None,767026.0,,2930000.0,2015
182851,,Thursday,No,2015-06-25T00:00:00.000,Disorderly Conduct,"[-71.063165, 42.313642]",Point,24xx,6,IVPER,257,C11,,No,CUSHING AVE,Part Two,None,774318.0,,2940000.0,2015
