,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
197920,142052781.0,Wednesday,No,2013-11-27T12:00:00.000,Harass,"[-71.041955, 42.370911]",Point,Harass,11,IVPER,0,A7,Day,No,LANDING ST,Part Two,Other,779942.2714,,2960521.87,2013
