,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
16205,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.064862, 42.293196]",Point,05RB,6,BE,361,C11,,No,NIXON ST,Part One,None,773897.0,,2930000.0,2015
18961,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.075018, 42.341726]",Point,05RB,6,BE,158,D4,,No,W BROOKLINE ST,Part One,None,771061.0,,2950000.0,2015
47653,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.076936, 42.290409]",Point,05RB,6,BE,438,B3,,No,COLONIAL AVE,Part One,None,770635.0,,2930000.0,2015
53721,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.059465, 42.317876]",Point,05RB,6,BE,243,C11,,No,WILLIS ST,Part One,None,775310.0,,2940000.0,2015
99143,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.062399, 42.312248]",Point,05RB,6,BE,257,C11,,No,DOWNER AVE,Part One,None,774527.0,,2940000.0,2015
100886,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.136789, 42.349842]",Point,05RB,6,BE,794,D14,,No,ALLSTON ST,Part One,None,754348.0,,2950000.0,2015
125626,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.078208, 42.295128]",Point,05RB,6,BE,447,B3,,No,NORWELL ST,Part One,None,770282.0,,2930000.0,2015
160888,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.052055, 42.332276]",Point,05RB,6,BE,216,C6,,No,DORCHESTER ST,Part One,None,777287.0,,2950000.0,2015
161895,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.061509, 42.317319]",Point,05RB,6,BE,918,C11,,No,ANNAPOLIS ST,Part One,None,774759.0,,2940000.0,2015
179388,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.078186, 42.341737]",Point,05RB,6,BE,154,D4,,No,RUTLAND SQ,Part One,None,770204.0,,2950000.0,2015
186561,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.140906, 42.34498]",Point,05RB,6,BE,791,D14,,No,CAROL AVE,Part One,None,753243.0,,2950000.0,2015
214806,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.100695, 42.342802]",Point,05RB,6,BE,627,D4,,No,PETERBOROUGH ST,Part One,None,764117.0,,2950000.0,2015
235931,,Thursday,No,2015-06-25T00:00:00.000,Residential Burglary,"[-71.095314, 42.324639]",Point,05RB,6,BE,301,B2,,No,BEECH GLEN ST,Part One,None,765603.0,,2940000.0,2015
