,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
30535,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.059281, 42.279345]",Point,14xx,7,VAND,387,C11,,No,ADAMS ST,Part Two,None,775433.0,,2930000.0,2015
49828,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.096068, 42.348776]",Point,14xx,7,DISTRB,623,D4,,No,COMMONWEALTH AVE,Part Two,None,765358.0,,2950000.0,2015
60729,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.078382, 42.329004]",Point,14xx,7,SHOTS,268,B2,,No,EUSTIS ST,Part Two,None,770174.0,,2950000.0,2015
62287,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.113742, 42.283147]",Point,14xx,7,VAND,503,E18,,No,AMERICAN LEGION HWY,Part Two,None,760689.0,,2930000.0,2015
73379,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.080419, 42.298255]",Point,14xx,7,VAND,445,B3,,No,ROXTON ST,Part Two,None,769679.0,,2930000.0,2015
90243,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[0, 0]",Point,14xx,7,ADMRPT,0,,,No,LONG,Part Two,None,,OLD ATLANTIC AVE,,2015
101837,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.072829, 42.314374]",Point,14xx,7,VAND,327,B2,,No,HARTFORD CT,Part Two,None,771703.0,,2940000.0,2015
109880,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.086883, 42.348406]",Point,14xx,7,IVPER,142,D4,,No,NEWBURY ST,Part Two,None,767841.0,,2950000.0,2015
112476,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.063391, 42.291158]",Point,14xx,7,NIDV,396,C11,,No,ROSELAND ST,Part Two,None,774298.0,,2930000.0,2015
120679,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.085105, 42.28957]",Point,14xx,7,VAND,944,B3,,No,AMES ST,Part Two,None,768426.0,,2930000.0,2015
127686,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.075513, 42.346404]",Point,14xx,7,FIGHT,149,D4,,No,DARTMOUTH ST,Part Two,None,770918.0,,2950000.0,2015
131421,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.073333, 42.273706]",Point,14xx,7,NIDV,408,B3,,No,SANFORD ST,Part Two,None,771640.0,,2930000.0,2015
153281,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.113306, 42.313012]",Point,14xx,7,VAND,645,E13,,No,GREEN ST,Part Two,None,760757.0,,2940000.0,2015
162829,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.096777, 42.266635]",Point,14xx,7,VAND,482,B3,,No,RIVER ST,Part Two,None,765308.0,,2920000.0,2015
170928,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.041524, 42.334251]",Point,14xx,7,BE,225,C6,,No,H ST,Part Two,None,780130.0,,2950000.0,2015
206334,,Saturday,No,2015-07-04T00:00:00.000,Vandalism,"[-71.128122, 42.350273]",Point,14xx,7,VAND,796,D14,,No,COMMONWEALTH AVE,Part Two,None,756691.0,,2950000.0,2015
240639,,Saturday,No,2015-07-04T01:00:00.000,Vandalism,"[0, 0]",Point,14xx,7,BE,719,E5,,No,SUMMER ST,Part Two,None,,,,2015
