,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
12065,,Thursday,No,2015-07-09T00:00:00.000,Vandalism,"[-71.093877, 42.268174]",Point,14xx,7,VAND,476,B3,,No,BLUE HILL AVE,Part Two,None,766090.0,,2920000.0,2015
48548,,Thursday,No,2015-07-09T17:04:00.000,Vandalism,"[0, 0]",Point,14xx,7,INVEST,206,C6,,No,NORTHERN AVE,Part Two,None,,SLEEPER ST,,2015
58945,,Thursday,No,2015-07-09T00:00:00.000,Vandalism,"[-71.058524, 42.359721]",Point,14xx,7,VAND,92,A1,,No,CITY HALL PLZ,Part Two,None,775486.0,,2960000.0,2015
74024,,Thursday,No,2015-07-09T22:17:00.000,Vandalism,"[0, 0]",Point,14xx,7,ARREST,138,D4,,No,EXETER ST,Part Two,None,,,,2015
84774,,Thursday,No,2015-07-09T00:00:00.000,Vandalism,"[-71.088941, 42.286934]",Point,14xx,7,VAND,431,B3,,No,BALSAM ST,Part Two,None,767393.0,,2930000.0,2015
95565,,Thursday,No,2015-07-09T00:00:00.000,Vandalism,"[-71.080454, 42.322384]",Point,14xx,7,VAND,265,B2,,No,COPELAND ST,Part Two,None,769626.0,,2940000.0,2015
149140,,Thursday,No,2015-07-09T00:00:00.000,Vandalism,"[-71.084296, 42.345778]",Point,14xx,7,VAND,143,D4,,No,DALTON ST,Part Two,None,768545.0,,2950000.0,2015
153161,,Thursday,No,2015-07-09T00:00:00.000,Vandalism,"[-71.085378, 42.345228]",Point,14xx,7,VAND,144,D4,,No,CLEARWAY ST,Part Two,None,768254.0,,2950000.0,2015
158568,,Thursday,No,2015-07-09T00:00:00.000,Vandalism,"[-71.049822, 42.330327]",Point,14xx,7,VAND,915,C6,,No,COLUMBIA RD,Part Two,None,777894.0,,2950000.0,2015
212243,,Thursday,No,2015-07-09T00:00:00.000,Vandalism,"[0, 0]",Point,14xx,7,VAND,212,C6,,No,DORCHESTER ST,Part Two,None,,W FIRST ST,,2015
235415,,Thursday,No,2015-07-09T00:00:00.000,Vandalism,"[-71.050213, 42.298238]",Point,14xx,7,VAND,353,C11,,No,BLANCHE ST,Part Two,None,777850.0,,2930000.0,2015
254365,,Thursday,No,2015-07-09T00:00:00.000,Vandalism,"[-71.063969, 42.381789]",Point,14xx,7,VAND,45,A15,,No,MEDFORD ST,Part Two,None,773973.0,,2960000.0,2015
