,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
30284,,Wednesday,No,2015-06-17T00:00:00.000,Simple Assault,"[-71.069326, 42.313031]",Point,08xx,6,IVPER,331,B2,,No,GLENDALE ST,Part Two,None,772652.0,,2940000.0,2015
53041,,Wednesday,No,2015-06-17T00:00:00.000,Simple Assault,"[-71.030462, 42.378039]",Point,08xx,6,NIDV,20,A7,,No,BENNINGTON ST,Part Two,None,783034.0,,2960000.0,2015
58157,,Wednesday,No,2015-06-17T21:28:00.000,Simple Assault,"[0, 0]",Point,08xx,6,AB,784,D14,,No,WARREN ST,Part Two,Personal Weapon (hand  foot  etc.),,,,2015
65965,,Wednesday,No,2015-06-17T00:00:00.000,Simple Assault,"[-71.079255, 42.347499]",Point,08xx,6,AB,143,D4,,No,HUNTINGTON AVE,Part Two,None,769905.0,,2950000.0,2015
76027,,Wednesday,No,2015-06-17T00:00:00.000,Simple Assault,"[-71.1199, 42.351706]",Point,08xx,6,IVPER,797,D14,,No,COMMONWEALTH AVE,Part Two,Personal Weapon (hand  foot  etc.),758911.0,,2950000.0,2015
127841,,Wednesday,No,2015-06-17T00:00:00.000,Simple Assault,"[-71.076261, 42.350379]",Point,08xx,6,AB,134,D4,,No,BOYLSTON ST,Part Two,Other,770709.0,,2950000.0,2015
140193,,Wednesday,No,2015-06-17T00:00:00.000,Simple Assault,"[-71.053308, 42.336706]",Point,08xx,6,AB,936,C6,,No,D ST,Part Two,None,776940.0,,2950000.0,2015
144891,,Wednesday,No,2015-06-17T00:10:00.000,Simple Assault,"[0, 0]",Point,08xx,6,AB,726,E5,,No,SPRING ST,Part Two,Other,,,,2015
147881,,Wednesday,No,2015-06-17T00:00:00.000,Simple Assault,"[-71.068173, 42.309832]",Point,08xx,6,NIDV,335,C11,,No,BELLEVUE ST,Part Two,None,772970.0,,2940000.0,2015
183878,,Wednesday,No,2015-06-17T17:55:00.000,Simple Assault,"[0, 0]",Point,08xx,6,MVA,120,A1,,No,BOYLSTON ST,Part Two,Other,,CHARLES ST S,,2015
217974,,Wednesday,No,2015-06-17T00:00:00.000,Simple Assault,"[-71.106264, 42.265774]",Point,08xx,6,AB,487,E18,,No,TILESTON ST,Part Two,Personal Weapon (hand  foot  etc.),762741.0,,2920000.0,2015
231404,,Wednesday,No,2015-06-17T00:00:00.000,Simple Assault,"[-71.063007, 42.355004]",Point,08xx,6,AB,111,A1,,No,WEST ST,Part Two,None,774283.0,,2950000.0,2015
