,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
42005,140116671.0,Monday,No,2014-02-24T23:15:00.000,InvPer,"[-71.04851, 42.335006]",Point,InvPer,2,LARCRT,214,C6,First,No,W 5TH ST,Part three,Other,778240.2209999999,,2947427.9760000003,2014
52648,140116430.0,Monday,No,2014-02-24T20:47:00.000,InvPer,"[-71.07699, 42.28426]",Point,InvPer,2,ALARMI,434,B3,First,No,MILTON AV,Part three,Unarmed,770631.5427,,2928895.599,2014
59455,140118340.0,Monday,No,2014-02-24T18:30:00.000,InvPer,"[-71.03918, 42.378441]",Point,InvPer,2,IVPER ,26,A7,First,No,MERIDIAN ST,Part three,Unarmed,780677.3152,,2963269.9930000002,2014
62240,140116352.0,Monday,No,2014-02-24T20:10:00.000,InvPer,"[-71.13943, 42.361471]",Point,InvPer,2,IVPREM,807,D14,First,No,GOULD ST,Part three,Unarmed,753616.7601,,2956955.334,2014
75891,140116389.0,Monday,No,2014-02-24T20:30:00.000,InvPer,"[-71.050595, 42.334691]",Point,InvPer,2,FIGHT ,215,C6,First,No,TUDOR ST,Part three,Other,777677.0893,,2947310.207,2014
115773,140116005.0,Monday,No,2014-02-24T17:24:00.000,InvPer,"[-71.07738, 42.305441]",Point,InvPer,2,INVCHD,337,C11,First,No,GENEVA AV,Part three,Unarmed,770487.8275,VAUGHAN AV,2936614.0,2014
125148,140116247.0,Monday,No,2014-02-24T17:15:00.000,InvPer,"[-71.075627, 42.300132]",Point,InvPer,2,IVPER ,454,B3,First,No,HARVARD AV,Part three,Unarmed,770971.5367,,2934681.665,2014
141632,140116302.0,Monday,No,2014-02-24T19:39:00.000,InvPer,"[-71.089368, 42.31021]",Point,InvPer,2,IVPER ,318,B2,First,No,HUTCHINGS ST,Part three,Unarmed,767236.6728,,2938335.832,2014
229508,140115889.0,Monday,No,2014-02-24T09:00:00.000,InvPer,"[-71.049944, 42.311668]",Point,InvPer,2,IVPER ,250,C11,Day,No,GRAMPIAN WY,Part three,Unarmed,777897.1351,,2938920.982,2014
248401,140116882.0,Monday,No,2014-02-24T23:50:00.000,InvPer,"[-71.14732, 42.337386]",Point,InvPer,2,LARCIP,790,D14,Last,No,STRATHMORE RD,Part three,Unarmed,751520.6619,,2948169.354,2014
249515,140133464.0,Monday,No,2014-02-24T16:00:00.000,InvPer,"[-71.149677, 42.341496]",Point,InvPer,2,IVPER ,776,D14,First,No,COMMONWEALTH AV,Part three,Unarmed,750877.2301,,2949664.264,2014
251184,140116142.0,Monday,No,2014-02-24T18:16:00.000,InvPer,"[-71.063155, 42.298481]",Point,InvPer,2,PERGUN,358,C11,First,No,GENEVA AV,Part three,Unarmed,774348.7245,PARK ST,2934097.058,2014
