,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
4523,130696868.0,Friday,No,2013-11-01T20:31:00.000,PersLoc,"[-71.074875, 42.292741]",Point,PersLoc,11,MSNCOM,449,B3,First,No,WHITFIELD ST,Other,Unarmed,771188.5048,,2931989.296,2013
9180,130699175.0,Friday,No,2013-11-01T08:00:00.000,PersLoc,"[-71.07475, 42.291236]",Point,PersLoc,11,MSNCOM,449,B3,Day,No,ASPINWALL RD,Other,Unarmed,771225.0582,,2931441.021,2013
10486,130696852.0,Friday,No,2013-11-01T07:00:00.000,PersLoc,"[-71.080596, 42.327236]",Point,PersLoc,11,MISPER,281,B2,Last,No,GREENVILLE ST,Other,Unarmed,769578.6737,,2944551.923,2013
25161,130696501.0,Friday,No,2013-11-01T17:34:00.000,PersLoc,"[-71.10031, 42.272706]",Point,PersLoc,11,MSNCOM,474,B3,First,No,NEWCASTLE ST,Other,Unarmed,764341.0835,,2924654.982,2013
38265,130712021.0,Friday,No,2013-11-01T08:00:00.000,PersLoc,"[-71.054864, 42.296187]",Point,PersLoc,11,MISPER,355,C11,Day,No,NEPONSET AV,Other,Unarmed,776596.0681,,2933272.605,2013
86690,130766063.0,Friday,No,2013-11-01T14:30:00.000,PersLoc,"[-71.12697, 42.247756]",Point,PersLoc,11,MISPER,523,E18,Day,No,MASON ST,Other,Unarmed,757165.4879,,2915530.189,2013
110075,130705625.0,Friday,No,2013-11-01T23:30:00.000,PersLoc,"[-71.06181, 42.320401]",Point,PersLoc,11,MISPER,282,B2,First,No,COLUMBIA RD,Other,Unarmed,774671.5535,W COTTAGE ST,2942086.912,2013
191157,130696503.0,Friday,No,2013-11-01T16:40:00.000,PersLoc,"[-71.080596, 42.327236]",Point,PersLoc,11,MISPER,281,B2,First,No,GREENVILLE ST,Other,Unarmed,769578.6737,,2944551.923,2013
193012,130697084.0,Friday,No,2013-11-01T17:00:00.000,PersLoc,"[-71.077185, 42.296021]",Point,PersLoc,11,MISPER,446,B3,First,No,ATHELWOLD ST,Other,Unarmed,770557.5917,,2933181.47,2013
204018,130695921.0,Friday,No,2013-11-01T14:13:00.000,PersLoc,"[-71.070938, 42.304692]",Point,PersLoc,11,MISPER,348,C11,Day,No,BLAKEVILLE ST,Other,Unarmed,772231.7517,,2936349.582,2013
258021,130700880.0,Friday,No,2013-11-01T05:30:00.000,PersLoc,"[-71.06211, 42.316701]",Point,PersLoc,11,MSNCOM,242,C11,Last,No,KEVIN RD,Other,Unarmed,774597.3438,,2940738.1560000004,2013
