,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
32484,,Thursday,No,2015-07-09T00:00:00.000,Other,"[-71.069574, 42.284135]",Point,OTHER,7,PKNIFE,402,C11,,No,BURT ST,Part Two,None,772638.0,,2930000.0,2015
39686,,Thursday,No,2015-07-09T00:00:00.000,Other,"[-71.039943, 42.370591]",Point,OTHER,7,ARREST,26,A7,,No,MAVERICK ST,Part Two,None,780486.0,,2960000.0,2015
43670,,Thursday,No,2015-07-09T00:00:00.000,Other,"[-71.168788, 42.352412]",Point,OTHER,7,IVMV,756,D14,,No,CHAMPNEY ST,Part Two,None,745695.0,,2950000.0,2015
68225,,Thursday,No,2015-07-09T00:00:00.000,Other,"[-71.166621, 42.353607]",Point,OTHER,7,IVPER,759,D14,,No,PERTHSHIRE RD,Part Two,None,746279.0,,2950000.0,2015
88921,,Thursday,No,2015-07-09T00:00:00.000,Other,"[-71.102374, 42.263617]",Point,OTHER,7,IVPER,951,E18,,No,RIVER ST,Part Two,None,763798.0,,2920000.0,2015
103178,,Thursday,No,2015-07-09T08:40:00.000,Other,"[0, 0]",Point,OTHER,7,ARREST,98,A1,,No,MILK ST,Part Two,None,,,,2015
117096,,Thursday,No,2015-07-09T00:00:00.000,Other,"[-71.013971, 42.381116]",Point,OTHER,7,HAZMAT,13,A7,,No,COLERIDGE ST,Part Three,None,787483.0,,2960000.0,2015
123664,,Thursday,No,2015-07-09T09:00:00.000,Other,"[0, 0]",Point,OTHER,7,IVPER,356,C11,,No,DORCHESTER AVE,Part Two,None,,,,2015
156455,,Thursday,No,2015-07-09T00:00:00.000,Other,"[-71.082009, 42.351968]",Point,OTHER,7,IVPREM,136,D4,,No,MARLBOROUGH ST,Part Three,None,769152.0,,2950000.0,2015
163946,,Thursday,No,2015-07-09T14:35:00.000,Other,"[0, 0]",Point,OTHER,7,DVIP,273,D4,,No,LENOX ST,Part Two,None,,SHAWMUT AVE,,2015
169207,,Thursday,No,2015-07-09T00:00:00.000,Other,"[-71.063907, 42.287179]",Point,OTHER,7,IVPER,959,C11,,No,DORCHESTER AVE,Part Two,None,774166.0,,2930000.0,2015
185203,,Thursday,No,2015-07-09T00:00:00.000,Other,"[-71.072088, 42.339268]",Point,OTHER,7,IVPER,905,D4,,No,E BROOKLINE ST,Part Two,None,771857.0,,2950000.0,2015
187583,,Thursday,No,2015-07-09T00:00:00.000,Other,"[-71.069409, 42.339542]",Point,OTHER,7,IVPER,165,D4,,No,HARRISON AVE,Part Two,None,772581.0,,2950000.0,2015
195663,,Thursday,No,2015-07-09T00:00:00.000,Other,"[-71.096068, 42.348776]",Point,OTHER,7,MVA,623,D4,,No,COMMONWEALTH AVE,Part Two,None,765358.0,,2950000.0,2015
