,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
67694,130674373.0,Tuesday,No,2013-10-22T18:30:00.000,MVAcc,"[-71.025616, 42.380095]",Point,MVAcc,10,MVA   ,15,A7,First,No,MCCLELLAN HY,Other,Unarmed,784338.7236,NEPTUNE RD,2963892.778,2013
71295,130673133.0,Tuesday,No,2013-10-22T09:36:00.000,MVAcc,"[-71.070565, 42.355906]",Point,MVAcc,10,MVAINJ,69,A1,Day,No,BEACON ST,Other,Unarmed,772238.7169,,2955013.53,2013
84332,130673080.0,Tuesday,No,2013-10-22T09:34:00.000,MVAcc,"[-71.10697, 42.310471]",Point,MVAcc,10,INVEST,574,E13,Day,No,GREEN ST,Other,Unarmed,762475.1843,AMORY ST,2938408.744,2013
84887,130674427.0,Tuesday,No,2013-10-22T19:15:00.000,MVAcc,"[-71.073755, 42.333701]",Point,MVAcc,10,MVAINJ,170,D4,First,No,MASSACHUSETTS AV,Other,Other,771416.9377,,2946917.291,2013
100207,130673826.0,Tuesday,No,2013-10-22T15:04:00.000,MVAcc,"[-71.06233, 42.346116]",Point,MVAcc,10,MVAINJ,161,D4,Day,No,HERALD ST,Other,Unarmed,774482.8414,,2951457.184,2013
110740,130676107.0,Tuesday,No,2013-10-22T18:45:00.000,MVAcc,"[-71.08951, 42.334501]",Point,MVAcc,10,IVPER ,286,B2,First,No,RUGGLES ST,Other,Other,767155.6578,TREMONT ST,2947187.9310000003,2013
131449,130673397.0,Tuesday,No,2013-10-22T11:50:00.000,MVAcc,"[-71.01623, 42.383411]",Point,MVAcc,10,MVA   ,14,A7,Day,No,BENNINGTON ST,Other,Unarmed,786867.9142,BYRON ST,2965115.4960000003,2013
140640,130672792.0,Tuesday,No,2013-10-22T07:20:00.000,MVAcc,"[-71.130364, 42.242611]",Point,MVAcc,10,MVAINJ,523,E18,Last,No,HYDE PARK AV,Other,Other,756254.4316,,2913651.113,2013
188517,130673710.0,Tuesday,No,2013-10-22T14:19:00.000,MVAcc,"[-71.07211, 42.290231]",Point,MVAcc,10,MVPED2,437,B3,Day,No,TALBOT AV,Other,Unarmed,771941.1847,NORFOLK ST,2931078.357,2013
201887,130672935.0,Tuesday,No,2013-10-22T08:36:00.000,MVAcc,"[-71.049883, 42.319643]",Point,MVAcc,10,MVAINJ,250,C6,Day,No,MORRISSEY BL,Other,Other,777898.4159,,2941827.522,2013
250068,130672735.0,Tuesday,No,2013-10-22T05:50:00.000,MVAcc,"[-71.07649, 42.348291]",Point,MVAcc,10,MVA   ,130,D4,Last,No,DARTMOUTH ST,Other,Unarmed,770651.0429,STUART ST,2952230.4689999996,2013
257056,130673461.0,Tuesday,No,2013-10-22T12:28:00.000,MVAcc,"[-71.05849, 42.362381]",Point,MVAcc,10,MVPED1,93,A1,Day,No,SUDBURY ST,Other,Unarmed,775490.2232,CONGRESS ST,2957389.8060000003,2013
