,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
4572,142019364.0,Thursday,No,2014-08-14T16:30:00.000,OTHER LARCENY,"[-71.07163, 42.350686]",Point,06xx,8,LARCEN,0,D4,First,No,ST JAMES ST,Part One,Other,771960.4134,ARLINGTON AV,2953109.815,2014
24609,142023792.0,Thursday,No,2014-08-14T08:00:00.000,OTHER LARCENY,"[-71.07915, 42.339311]",Point,06xx,8,LARCEN,0,D4,Day,No,W SPRINGFIELD ST,Part One,Unarmed,769948.1375,,2948954.433,2014
39393,142019345.0,Thursday,No,2014-08-14T17:00:00.000,OTHER LARCENY,"[-71.06024, 42.318001]",Point,06xx,8,LARCEN,0,C11,First,No,WILLERS ST,Part One,Unarmed,775100.6522,,2941214.498,2014
64362,142019325.0,Thursday,No,2014-08-14T14:00:00.000,OTHER LARCENY,"[-71.119945, 42.257207]",Point,06xx,8,LARCEN,0,E18,Day,No,RIVER ST,Part One,Unarmed,759051.9569,,2918982.675,2014
68425,142019408.0,Thursday,No,2014-08-14T19:50:00.000,OTHER LARCENY,"[-71.05582, 42.360091]",Point,06xx,8,LARCEN,0,A1,First,No,FANEUIL HALL SQ,Part One,Other,776216.1627,,2956559.0330000003,2014
81043,142020526.0,Thursday,No,2014-08-14T16:37:00.000,OTHER LARCENY,"[-71.07319, 42.351426]",Point,06xx,8,LARCEN,0,D4,First,No,BERKELEY ST,Part One,Unarmed,771537.3821,,2953377.369,2014
85812,142019479.0,Thursday,No,2014-08-14T17:00:00.000,OTHER LARCENY,"[-71.05423, 42.330916]",Point,06xx,8,LARCEN,0,C6,First,No,DORCHESTER ST,Part One,Unarmed,776701.4554,,2945929.374,2014
94832,142025390.0,Thursday,No,2014-08-14T08:15:00.000,OTHER LARCENY,"[-71.08972, 42.282369]",Point,06xx,8,LARCEN,0,B3,Day,No,WILDWOOD ST,Part One,Unarmed,767190.2526,,2928189.921,2014
100860,142019504.0,Thursday,No,2014-08-14T11:00:00.000,OTHER LARCENY,"[-71.06758, 42.340921]",Point,06xx,8,LARCEN,0,D4,Day,No,HARRISON AV,Part One,Unarmed,773073.2097,,2949556.791,2014
102065,142019939.0,Thursday,No,2014-08-14T12:00:00.000,OTHER LARCENY,"[-71.085677, 42.342263]",Point,06xx,8,PROP,0,D4,Day,No,HUNTINGTON AV,Part One,Unarmed,768178.1968,,2950021.377,2014
103587,142019294.0,Thursday,No,2014-08-14T12:30:00.000,OTHER LARCENY,"[-71.04037, 42.318416]",Point,06xx,8,LARCEN,0,C6,Day,No,SOUTH POINT DR,Part One,Unarmed,780473.6611,,2941394.063,2014
104558,142019380.0,Thursday,No,2014-08-14T15:30:00.000,OTHER LARCENY,"[-71.119945, 42.257207]",Point,06xx,8,LARCEN,0,E18,Day,No,RIVER ST,Part One,Unarmed,759051.9569,,2918982.675,2014
107835,142019665.0,Thursday,No,2014-08-14T12:45:00.000,OTHER LARCENY,"[-71.086495, 42.344881]",Point,06xx,8,LARCEN,0,D4,Day,No,MASSACHUSETTS AV,Part One,Unarmed,767952.5132,,2950974.5310000004,2014
119368,142019365.0,Thursday,No,2014-08-14T19:00:00.000,OTHER LARCENY,"[-71.083356, 42.328162]",Point,06xx,8,LARCEN,0,B2,First,No,WARREN ST,Part One,Unarmed,768830.7785,,2944885.93,2014
122767,152027676.0,Thursday,No,2014-08-14T21:00:00.000,OTHER LARCENY,"[-71.093142, 42.325992]",Point,06xx,8,LARCEN,0,B2,First,No,HIGHLAND ST,Part One,Unarmed,766188.2507,,2944082.33,2014
150465,142019344.0,Thursday,No,2014-08-14T12:00:00.000,OTHER LARCENY,"[-71.06458, 42.352351]",Point,06xx,8,LARCEN,0,A1,Day,No,BOYLSTON ST,Part One,Unarmed,773863.0013,TREMONT ST,2953726.22,2014
156288,142019315.0,Thursday,No,2014-08-14T06:00:00.000,OTHER LARCENY,"[-71.08099, 42.300209]",Point,06xx,8,LARCEN,0,B3,Last,No,HARLEM ST,Part One,Other,769520.6679,,2934702.57,2014
156513,142019671.0,Thursday,No,2014-08-14T23:00:00.000,OTHER LARCENY,"[-71.063785, 42.349246]",Point,06xx,8,PROP,0,A1,First,No,WASHINGTON ST,Part One,Unarmed,774083.6785,,2952595.797,2014
