,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
32432,130537904.0,Thursday,No,2013-08-01T14:00:00.000,Service,"[-71.085618, 42.32866]",Point,Service,8,IVDRUG,282,B2,Day,No,WASHINGTON ST,Part three,Unarmed,768218.0809,,2945064.255,2013
40667,130478120.0,Thursday,No,2013-08-01T23:56:00.000,Service,"[-71.05385, 42.337311]",Point,Service,8,REQP  ,936,C6,Last,No,ORTON MAROTTA WY,Part three,Unarmed,776792.0166,,2948260.361,2013
71844,130614951.0,Thursday,No,2013-08-01T00:00:00.000,Service,"[-71.084525, 42.329741]",Point,Service,8,LARCRT,288,B2,Last,No,WASHINGTON ST,Part three,Other,768511.9472,,2945459.828,2013
81338,130479103.0,Thursday,No,2013-08-01T12:15:00.000,Service,"[-71.063675, 42.352301]",Point,Service,8,ARREST,0,A1,Day,No,BOYLSTON ST,Part three,Unarmed,774107.7181,,2953709.249,2013
103942,130479090.0,Thursday,No,2013-08-01T12:20:00.000,Service,"[-71.07257, 42.332816]",Point,Service,8,ARREST,179,C6,Day,No,MASSACHUSETTS AV,Part three,Unarmed,771738.9571,CASS BL,2946596.385,2013
117693,130479391.0,Thursday,No,2013-08-01T14:21:00.000,Service,"[-71.155168, 42.286515]",Point,Service,8,CD11  ,695,E5,Day,No,COREY ST,Part three,Unarmed,749473.6158,,2929622.409,2013
119191,130479909.0,Thursday,No,2013-08-01T18:00:00.000,Service,"[-71.06575, 42.325491]",Point,Service,8,ARREST,0,C6,First,No,MASSACHUSETTS AV,Part three,Unarmed,773596.582,,2943936.3439999996,2013
156105,130478506.0,Thursday,No,2013-08-01T07:00:00.000,Service,"[-71.06939, 42.339506]",Point,Service,8,IVPREM,167,D4,Last,No,HARRISON AV,Part three,Unarmed,772586.4767,,2949038.664,2013
159938,130478957.0,Thursday,No,2013-08-01T11:08:00.000,Service,"[-71.14243, 42.349389]",Point,Service,8,ARREST,783,D14,Day,No,WARREN ST,Part three,Unarmed,752824.3316,,2952548.8430000003,2013
192376,130479624.0,Thursday,No,2013-08-01T16:00:00.000,Service,"[-71.05895, 42.325681]",Point,Service,8,INVEST,186,C6,First,No,BOSTON ST,Part three,Unarmed,775435.0596,,2944015.017,2013
223806,130478929.0,Thursday,No,2013-08-01T10:57:00.000,Service,"[-71.05878, 42.294501]",Point,Service,8,ARREST,364,C11,Day,No,CENTRE ST,Part three,Unarmed,775539.8065,,2932652.78,2013
224154,130478790.0,Thursday,No,2013-08-01T09:59:00.000,Service,"[-71.064905, 42.352371]",Point,Service,8,ARREST,0,A1,Day,No,BOYLSTON ST,Part three,Other,773775.1158,,2953733.06,2013
239189,130480075.0,Thursday,No,2013-08-01T20:01:00.000,Service,"[-71.039152, 42.376741]",Point,Service,8,ARREST,23,A7,First,No,MERIDIAN ST,Part three,Unarmed,780688.0383,,2962650.535,2013
248752,130480486.0,Thursday,No,2013-08-01T22:18:00.000,Service,"[-71.07196, 42.311961]",Point,Service,8,SSTOP ,0,B2,First,No,QUINCY ST,Part three,Unarmed,771942.0317,CEYLON ST,2938997.3010000004,2013
