,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
38050,140048424.0,Friday,No,2014-01-24T15:00:00.000,PROSTITUTION CHARGES,"[-71.068725, 42.351621]",Point,16xx,1,IVPER ,120,A1,Day,No,PARK PLAZA,Part Two,Unarmed,772743.942,,2953454.502,2014
42012,140048191.0,Friday,No,2014-01-24T14:00:00.000,PROSTITUTION CHARGES,"[-71.068725, 42.351621]",Point,16xx,1,ARREST,120,A1,Day,No,PARK PLAZA,Part Two,Unarmed,772743.942,,2953454.502,2014
60928,140048192.0,Friday,No,2014-01-24T13:15:00.000,PROSTITUTION CHARGES,"[-71.069527, 42.351443]",Point,16xx,1,IVPER ,120,A1,Day,No,PARK PLAZA,Part Two,Unarmed,772527.4805,,2953388.3860000004,2014
74594,140048728.0,Friday,No,2014-01-24T17:10:00.000,PROSTITUTION CHARGES,"[-71.069527, 42.351443]",Point,16xx,1,SEXOFF,120,A1,First,No,PARK PLAZA,Part Two,Unarmed,772527.4805,,2953388.3860000004,2014
112164,140048885.0,Friday,No,2014-01-24T19:20:00.000,PROSTITUTION CHARGES,"[-71.069527, 42.351443]",Point,16xx,1,ARREST,120,A1,First,No,PARK PLAZA,Part Two,Unarmed,772527.4805,,2953388.3860000004,2014
147773,140048882.0,Friday,No,2014-01-24T18:52:00.000,PROSTITUTION CHARGES,"[-71.069527, 42.351443]",Point,16xx,1,ARREST,120,A1,First,No,PARK PLAZA,Part Two,Unarmed,772527.4805,,2953388.3860000004,2014
171525,140048044.0,Friday,No,2014-01-24T12:10:00.000,PROSTITUTION CHARGES,"[-71.068725, 42.351621]",Point,16xx,1,ARREST,120,A1,Day,No,PARK PLAZA,Part Two,Unarmed,772743.942,,2953454.502,2014
190144,140048415.0,Friday,No,2014-01-24T19:10:00.000,PROSTITUTION CHARGES,"[-71.068725, 42.351621]",Point,16xx,1,IVPER ,120,A1,First,No,PARK PLAZA,Part Two,Unarmed,772743.942,,2953454.502,2014
227288,140047366.0,Friday,No,2014-01-24T02:50:00.000,PROSTITUTION CHARGES,"[-71.07331, 42.290601]",Point,16xx,1,ARREST,437,B3,Last,No,TALBOT AV,Part Two,Unarmed,771615.8278,SOUTHERN AV,2931211.564,2014
251582,140048193.0,Friday,No,2014-01-24T14:07:00.000,PROSTITUTION CHARGES,"[-71.068725, 42.351621]",Point,16xx,1,ARREST,120,A1,Day,No,PARK PLAZA,Part Two,Unarmed,772743.942,,2953454.502,2014
258507,140048423.0,Friday,No,2014-01-24T16:15:00.000,PROSTITUTION CHARGES,"[-71.06803, 42.351401]",Point,16xx,1,IVPER ,120,A1,First,No,PARK PLAZA,Part Two,Unarmed,772932.2103,,2953375.2810000004,2014
