,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
45505,,Sunday,No,2015-06-21T00:00:00.000,Larceny From Motor Vehicle,"[-71.083158, 42.349421]",Point,06MV,6,BE,137,D4,,No,NEWBURY ST,Part One,None,768846.0,,2950000.0,2015
74990,,Sunday,No,2015-06-21T00:00:00.000,Larceny From Motor Vehicle,"[-71.065728, 42.296966]",Point,06MV,6,BE,360,C11,,No,WELLESLEY PARK,Part One,None,773655.0,,2930000.0,2015
78662,,Sunday,No,2015-06-21T00:00:00.000,Larceny From Motor Vehicle,"[-71.042916, 42.335506]",Point,06MV,6,ARREST,221,C6,,No,E BROADWAY,Part One,None,779751.0,,2950000.0,2015
88411,,Sunday,No,2015-06-21T00:00:00.000,Larceny From Motor Vehicle,"[-71.063766, 42.302469]",Point,06MV,6,BE,345,C11,,No,DRAPER ST,Part One,None,774176.0,,2940000.0,2015
93379,,Sunday,No,2015-06-21T20:20:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,6,BE,598,D4,,No,BOYLSTON ST,Part One,None,,,,2015
101699,,Sunday,No,2015-06-21T00:00:00.000,Larceny From Motor Vehicle,"[-71.087853, 42.350388]",Point,06MV,6,BE,139,D4,,No,MARLBOROUGH ST,Part One,None,767576.0,,2950000.0,2015
103940,,Sunday,No,2015-06-21T00:00:00.000,Larceny From Motor Vehicle,"[-71.148339, 42.278246]",Point,06MV,6,,700,E5,,No,TENNYSON ST,Part One,None,751334.0,,2930000.0,2015
112258,,Sunday,No,2015-06-21T00:00:00.000,Larceny From Motor Vehicle,"[-71.072737, 42.320478]",Point,06MV,6,,261,B2,,No,BROOK AVE,Part One,None,771716.0,,2940000.0,2015
172057,,Sunday,No,2015-06-21T00:00:00.000,Larceny From Motor Vehicle,"[-71.073238, 42.354336]",Point,06MV,6,BE,132,D4,,No,MARLBOROUGH ST,Part One,None,771519.0,,2950000.0,2015
199643,,Sunday,No,2015-06-21T00:00:00.000,Larceny From Motor Vehicle,"[-71.148339, 42.278246]",Point,06MV,6,IVMV,700,E5,,No,TENNYSON ST,Part One,None,751334.0,,2930000.0,2015
219086,,Sunday,No,2015-06-21T00:00:00.000,Larceny From Motor Vehicle,"[-71.148872, 42.27848]",Point,06MV,6,BE,701,E5,,No,WOODARD RD,Part One,None,751189.0,,2930000.0,2015
221617,,Sunday,No,2015-06-21T00:00:00.000,Larceny From Motor Vehicle,"[-71.051829, 42.375584]",Point,06MV,6,IVPER,38,A15,,No,NINTH ST,Part One,None,777265.0,,2960000.0,2015
229484,,Sunday,No,2015-06-21T11:30:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,6,,98,A1,,No,DEVONSHIRE ST,Part One,None,, QUAKER LN ,,2015
246071,,Sunday,No,2015-06-21T09:58:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,6,BE,629,D4,,No,BEACON ST,Part One,None,,MAITLAND ST,,2015
257823,,Sunday,No,2015-06-21T15:33:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,6,BE,166,D4,,No,SAN JUAN ST,Part One,None,, SHAWMUT AVE ,,2015
