,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
32574,140379711.0,Sunday,No,2014-06-15T10:00:00.000,InvProp,"[-71.05525, 42.376211]",Point,InvProp,6,IVPREM,42,A15,Day,No,VINE ST,Part three,Unarmed,776339.5854,CHELSEA ST,2962434.285,2014
63646,140378647.0,Sunday,No,2014-06-15T03:51:00.000,InvProp,"[-71.094245, 42.314001]",Point,InvProp,6,SHOTS ,316,E13,Last,No,WALNUT AV,Part three,Unarmed,765910.9491,,2939711.25,2014
98073,140380355.0,Sunday,No,2014-06-15T22:10:00.000,InvProp,"[-71.08174, 42.294146]",Point,InvProp,6,DISTRB,442,B3,First,No,BROWNING AV,Part three,Unarmed,769328.6148,,2932492.12,2014
121688,140380451.0,Sunday,No,2014-06-15T23:31:00.000,InvProp,"[-71.137305, 42.246346]",Point,InvProp,6,SHOTS ,534,E18,First,No,FAIRVIEW AV,Part three,Unarmed,754369.4659,,2915004.2989999996,2014
127179,140380114.0,Sunday,No,2014-06-15T20:57:00.000,InvProp,"[-71.10433, 42.331826]",Point,InvProp,6,SHOTS ,603,B2,First,No,CALUMET ST,Part three,Unarmed,763153.1577,,2946194.1760000004,2014
130970,140378861.0,Sunday,No,2014-06-15T09:21:00.000,InvProp,"[-71.05399, 42.333021]",Point,InvProp,6,ALARMC,216,C6,Day,No,OLD COLONY AV,Part three,Unarmed,776762.3391,,2946696.812,2014
134109,140379033.0,Sunday,No,2014-06-15T11:00:00.000,InvProp,"[-71.098625, 42.346181]",Point,InvProp,6,CD19RA,624,D4,Day,No,YAWKEY WY,Part three,Unarmed,764671.1215,,2951432.6119999997,2014
142784,142000409.0,Sunday,No,2014-06-15T15:00:00.000,InvProp,"[-71.107525, 42.300191]",Point,InvProp,6,LARCEN,0,E13,Day,No,MORTON ST,Part three,Unarmed,762342.3043,,2934661.854,2014
174811,140380131.0,Sunday,No,2014-06-15T21:22:00.000,InvProp,"[-71.093739, 42.334956]",Point,InvProp,6,VANIP ,911,B2,First,No,ANNUNCIATION RD,Part three,Other,766011.2668,,2947348.014,2014
237567,140378993.0,Sunday,No,2014-06-15T10:54:00.000,InvProp,"[-71.124122, 42.31301]",Point,InvProp,6,BERPTA,653,E13,Day,No,POND CR,Part three,Other,757831.7274,,2939313.03,2014
