,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
133685,130004220.0,Wednesday,No,2013-01-02T17:30:00.000,Restrain,"[-71.07164, 42.309631]",Point,Restrain,1,HARPT ,333,C11,First,No,HAMILTON ST,Part Two,Unarmed,772032.8483,,2938148.647,2013
