,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
15180,120709598.0,Saturday,No,2012-11-10T19:38:00.000,InvProp,"[-71.113405, 42.265231]",Point,InvProp,11,SHOTS ,492,E18,First,No,WESTMINSTER ST,Part Three,Unarmed,760809.353,,2921914.655,2012
44615,120708128.0,Saturday,No,2012-11-10T02:21:00.000,InvProp,"[-71.104145, 42.331248]",Point,InvProp,11,DISTRB,604,B2,Last,No,OSWALD ST,Part Three,Unarmed,763203.9971,,2945983.53,2012
55764,120708484.0,Saturday,No,2012-11-10T08:54:00.000,InvProp,"[-71.14095, 42.279741]",Point,InvProp,11,IVPREM,684,E5,Day,No,ORANGE ST,Part Three,Unarmed,753331.3292,,2927169.72,2012
81057,120708502.0,Saturday,No,2012-11-10T09:08:00.000,InvProp,"[-71.145297, 42.349864]",Point,InvProp,11,CTYALM,784,D14,Day,No,WARREN ST,Part Three,Unarmed,752048.4758,,2952718.7569999998,2012
89752,120708923.0,Saturday,No,2012-11-10T13:21:00.000,InvProp,"[-71.10591, 42.310741]",Point,InvProp,11,ALARMC,574,E13,Day,No,BROOKSIDE AV,Part Three,Unarmed,762761.4393,,2938508.459,2012
116626,120708634.0,Saturday,No,2012-11-10T10:44:00.000,InvProp,"[-71.126977, 42.262992]",Point,InvProp,11,ALARMR,545,E18,Day,No,MYOPIA RD,Part Three,Unarmed,757139.1835,,2921082.3910000003,2012
123580,120709439.0,Saturday,No,2012-11-10T18:02:00.000,InvProp,"[-71.059655, 42.321481]",Point,InvProp,11,ALARMC,188,C6,First,No,MAYHEW ST,Part Three,Unarmed,775252.3211,,2942483.4869999997,2012
148998,120742565.0,Saturday,No,2012-11-10T15:00:00.000,InvProp,"[0, 0]",Point,InvProp,11,IVPER ,614,B2,Day,No,FENWAY,Part Three,Unarmed,,,,2012
180924,120712282.0,Saturday,No,2012-11-10T16:00:00.000,InvProp,"[-71.16533, 42.339971]",Point,InvProp,11,IVPREM,749,D14,First,No,COMMONWEALTH AV,Part Three,Unarmed,746647.6402,,2949091.7610000004,2012
206900,120708268.0,Saturday,No,2012-11-10T00:30:00.000,InvProp,"[-71.12889, 42.354991]",Point,InvProp,11,BERPT ,800,D14,Last,No,PRATT ST,Part Three,Other,756475.6109999999,,2954606.095,2012
230340,120708968.0,Saturday,No,2012-11-10T14:12:00.000,InvProp,"[-71.08118, 42.342071]",Point,InvProp,11,IVPER ,147,D4,Day,No,CLAREMONT PARK,Part Three,Unarmed,769394.3719,,2949957.526,2012
