,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
12908,130063459.0,Thursday,No,2013-01-31T06:47:00.000,PropDam,"[-71.107883, 42.324141]",Point,PropDam,1,HAZARD,582,E13,Last,No,CREIGHTON ST,Part Three,Other,762205.2423,,2943389.17,2013
14826,130068856.0,Thursday,No,2013-01-31T00:30:00.000,PropDam,"[-71.064693, 42.281257]",Point,PropDam,1,IVMV  ,395,C11,Last,No,BECKET ST,Part Three,Other,773964.6544,,2927818.0730000003,2013
69555,130063336.0,Thursday,No,2013-01-31T04:15:00.000,PropDam,"[-71.03988, 42.332786]",Point,PropDam,1,REQP  ,229,C6,Last,No,I ST,Part Three,Unarmed,780577.9312,,2946631.439,2013
78013,130063411.0,Thursday,No,2013-01-31T05:46:00.000,PropDam,"[-71.165315, 42.282636]",Point,PropDam,1,HAZ   ,732,E5,Last,No,TEMPLE ST,Part Three,Unarmed,746733.6807,,2928197.889,2013
90825,130064211.0,Thursday,No,2013-01-31T09:42:00.000,PropDam,"[-71.090795, 42.311506]",Point,PropDam,1,IVMV  ,316,B2,Day,No,HUMBOLDT AV,Part Three,Other,766848.4216,,2938806.488,2013
124344,130063403.0,Thursday,No,2013-01-31T05:30:00.000,PropDam,"[-71.11888, 42.309841]",Point,PropDam,1,HAZ   ,644,E13,Last,No,ALDWORTH ST,Part Three,Other,759254.7685,DANE ST,2938164.542,2013
154735,130063879.0,Thursday,No,2013-01-31T10:25:00.000,PropDam,"[-71.12928, 42.360681]",Point,PropDam,1,TREE  ,815,D14,Day,No,EASTON ST,Part Three,Unarmed,756361.1982,N HARVARD ST,2956679.1989999996,2013
189667,130063362.0,Thursday,No,2013-01-31T04:40:00.000,PropDam,"[-71.03526, 42.331886]",Point,PropDam,1,MISCRP,230,C6,Last,No,L ST,Part Three,Unarmed,781828.9005,,2946310.236,2013
222018,130063458.0,Thursday,No,2013-01-31T06:31:00.000,PropDam,"[-71.104292, 42.264537]",Point,PropDam,1,HAZ   ,486,E18,Last,No,OAKCREST RD,Part Three,Unarmed,763277.1209999999,,2921673.1,2013
248832,130066453.0,Thursday,No,2013-01-31T13:00:00.000,PropDam,"[-71.07203, 42.274456]",Point,PropDam,1,MISC  ,410,B3,Day,No,OLD MORTON ST,Part Three,Other,771991.6738,,2925329.8389999997,2013
258594,130063920.0,Thursday,No,2013-01-31T07:15:00.000,PropDam,"[-71.06972, 42.356671]",Point,PropDam,1,HAZ   ,70,A1,Last,No,BRANCH ST,Part Three,Unarmed,772465.704,CHARLES ST,2955293.46,2013
