,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
3357,130751625.0,Monday,No,2013-11-25T14:00:00.000,PropLost,"[-71.096498, 42.339491]",Point,PropLost,11,LARCRT,615,D4,Day,No,FENWAY,Part three,Unarmed,765257.3966,,2948997.3230000003,2013
50167,130748797.0,Monday,No,2013-11-25T13:00:00.000,PropLost,"[-71.05364, 42.313521]",Point,PropLost,11,LSTPRP,249,C11,Day,No,TUTTLE ST,Part three,Unarmed,776894.1263,,2939590.9260000004,2013
101173,130747273.0,Monday,No,2013-11-25T15:30:00.000,PropLost,"[-71.12395, 42.256421]",Point,PropLost,11,LSTPRP,521,E18,Day,No,HYDE PARK AV,Part three,Other,757969.2324,,2918691.415,2013
135808,140004770.0,Monday,No,2013-11-25T20:30:00.000,PropLost,"[-71.05901, 42.366686]",Point,PropLost,11,LARCRT,61,A1,First,No,CAUSEWAY ST,Part three,Unarmed,775341.5772,,2958957.9069999997,2013
136511,130748454.0,Monday,No,2013-11-25T16:00:00.000,PropLost,"[-71.062905, 42.360546]",Point,PropLost,11,IVPER ,68,A1,First,No,BOWDOIN ST,Part three,Unarmed,774300.4543,,2956714.952,2013
170630,130749127.0,Monday,No,2013-11-25T23:30:00.000,PropLost,"[-71.1249, 42.352121]",Point,PropLost,11,LSTPRP,798,D14,First,No,COMMONWEALTH AV,Part three,Unarmed,757558.6894,BRIGHTON AV,2953564.937,2013
197249,130748548.0,Monday,No,2013-11-25T15:00:00.000,PropLost,"[-71.06047, 42.355401]",Point,PropLost,11,LSTPRP,105,A1,Day,No,SUMMER ST,Part three,Other,774968.2164,WASHINGTON ST,2954843.395,2013
209441,130746747.0,Monday,No,2013-11-25T07:30:00.000,PropLost,"[-71.058495, 42.354946]",Point,PropLost,11,LSTPRP,106,A1,Day,No,ARCH ST,Part three,Unarmed,775502.8971,,2954680.3419999997,2013
221529,130802363.0,Monday,No,2013-11-25T12:00:00.000,PropLost,"[-71.117294, 42.259383]",Point,PropLost,11,LSTPRP,494,E18,Day,No,RIVER ST,Part three,Unarmed,759766.2593,,2919778.597,2013
262351,130765156.0,Monday,No,2013-11-25T09:00:00.000,PropLost,"[0, 0]",Point,PropLost,11,LSTPRP,152,D4,Day,No,ST BOTOLPH ST,Part three,Unarmed,,CLARENDON ST,,2013
265291,130746847.0,Monday,No,2013-11-25T12:11:00.000,PropLost,"[0, 0]",Point,PropLost,11,LSTPRP,611,B2,Day,No,MISSION PARK DR,Part three,Unarmed,,,,2013
