,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
9140,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.118026, 42.26887]",Point,06xx,8,,496,E18,,No,HUNTINGTON AVE,Part One,None,759553.0,,2920000.0,2015
76559,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.063217, 42.3281]",Point,06xx,8,ARREST,186,C6,,No,ALLSTATE RD,Part One,None,774277.0,,2940000.0,2015
86151,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.054382, 42.290102]",Point,06xx,8,,370,C11,,No,WILLIAM T MORRISSEY BLVD,Part One,None,776738.0,,2930000.0,2015
86541,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.088061, 42.334458]",Point,06xx,8,,909,B2,,No,RUGGLES ST,Part One,None,767547.0,,2950000.0,2015
93915,,Saturday,No,2015-08-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.089609, 42.32951]",Point,06MV,8,BE,288,B2,,No,DUDLEY ST,Part One,None,767138.0,,2950000.0,2015
95480,,Saturday,No,2015-08-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.093913, 42.314305]",Point,06MV,8,,316,E13,,No,WALNUT AVE,Part One,None,766000.0,,2940000.0,2015
96822,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.06088, 42.355123]",Point,06xx,8,ARREST,112,A1,,No,WASHINGTON ST,Part One,None,774858.0,,2950000.0,2015
100296,,Saturday,No,2015-08-08T04:43:00.000,Larceny,"[0, 0]",Point,06xx,8,I00040,98,A1,,No,STATE ST,Part One,None,, WASHINGTON ST ,,2015
120494,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.079364, 42.286553]",Point,06xx,8,BE,434,B3,,No,NORFOLK ST,Part One,None,769985.0,,2930000.0,2015
133566,,Saturday,No,2015-08-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.086648, 42.323377]",Point,06MV,8,,298,B2,,No,CIRCUIT SQ,Part One,None,767949.0,,2940000.0,2015
160558,,Saturday,No,2015-08-08T09:43:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,8,BE,0,,,No,,Part One,None,,ALLANDALE ST,,2015
164545,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.105252, 42.324248]",Point,06xx,8,,582,E13,,No,GAY HEAD ST,Part One,None,762917.0,,2940000.0,2015
165955,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.064291, 42.299181]",Point,06xx,8,FIGHT,358,C11,,No,GENEVA AVE,Part One,None,774040.0,,2930000.0,2015
168898,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.100669, 42.345183]",Point,06xx,8,,627,D4,,No,BROOKLINE AVE,Part One,None,764120.0,,2950000.0,2015
169379,,Saturday,No,2015-08-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.072426, 42.349976]",Point,06MV,8,BE,129,D4,,No,BERKELEY ST,Part One,None,771746.0,,2950000.0,2015
169964,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.050711, 42.366904]",Point,06xx,8,ARREST,83,A1,,No,BATTERY ST,Part One,None,777584.0,,2960000.0,2015
170734,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.039799, 42.376203]",Point,06xx,8,IVPER,26,A7,,No,BORDER ST,Part One,None,780514.0,,2960000.0,2015
177453,,Saturday,No,2015-08-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.050822, 42.357948]",Point,06MV,8,BE,96,,,No,E INDIA ROW,Part One,None,777571.0,,2960000.0,2015
191684,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.063133, 42.298489]",Point,06xx,8,,356,C11,,No,GENEVA AVE,Part One,None,774355.0,,2930000.0,2015
196176,,Saturday,No,2015-08-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.086878, 42.327036]",Point,06MV,8,BE,282,B2,,No,SAINT JAMES ST,Part One,None,767880.0,,2940000.0,2015
200327,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.051958, 42.359613]",Point,06xx,8,,95,A1,,No,STATE ST,Part One,None,777261.0,,2960000.0,2015
211968,,Saturday,No,2015-08-08T00:00:00.000,Larceny,"[-71.067076, 42.341363]",Point,06xx,8,MISC,164,D4,,No,HARRISON AVE,Part One,None,773208.0,,2950000.0,2015
213789,,Saturday,No,2015-08-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.093776, 42.333805]",Point,06MV,8,BE,911,B2,,No,PRENTISS ST,Part One,None,766003.0,,2950000.0,2015
219781,,Saturday,No,2015-08-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.078294, 42.275425]",Point,06MV,8,,411,B3,,No,MARYKNOLL ST,Part One,None,770295.0,,2930000.0,2015
