,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
2195,152044763.0,Saturday,No,2015-05-30T19:52:00.000,DRUG CHARGES,"[0, 0]",Point,18xx,5,LARCEN,0,C6,First,No,WILLIAM DAY BL,Part Two,Unarmed,,,,2015
10150,152044756.0,Saturday,No,2015-05-30T19:30:00.000,DRUG CHARGES,"[-71.03687, 42.377576]",Point,18xx,5,IVPREM,0,A7,First,No,MARION ST,Part Two,Unarmed,781303.168,LEXINGTON ST,2962958.15,2015
22809,152044677.0,Saturday,No,2015-05-30T13:40:00.000,DRUG CHARGES,"[-71.114632, 42.30063]",Point,18xx,5,IVPER,0,E13,Day,No,WASHINGTON ST,Part Two,Unarmed,760418.7678,ASTICOU RD,2934812.872,2015
32425,152044675.0,Saturday,No,2015-05-30T07:30:00.000,DRUG CHARGES,"[-71.104273, 42.309722]",Point,18xx,5,IVPREM,0,E13,Day,No,WASHINGTON ST,Part Two,Other,763205.8082,,2938139.2,2015
137488,152044674.0,Saturday,No,2015-05-30T07:30:00.000,DRUG CHARGES,"[-71.104273, 42.309722]",Point,18xx,5,IVPREM,0,E13,Day,No,WASHINGTON ST,Part Two,Other,763205.8082,,2938139.2,2015
143685,152044831.0,Saturday,No,2015-05-30T23:50:00.000,DRUG CHARGES,"[-71.065491, 42.305384]",Point,18xx,5,TS,0,C11,Last,No,DRAPER ST,Part Two,Unarmed,773703.9466,BOWDOIN AV,2936609.337,2015
158507,152044624.0,Saturday,No,2015-05-30T11:30:00.000,DRUG CHARGES,"[-71.08448, 42.280801]",Point,18xx,5,IVMV,0,B3,Day,No,MORTON ST,Part Two,Other,768610.9962,EVANS ST,2927625.383,2015
220722,152044764.0,Saturday,No,2015-05-30T19:00:00.000,DRUG CHARGES,"[-71.03974, 42.369131]",Point,18xx,5,IVPREM,0,A7,First,No,MAVERICK SQ,Part Two,Other,780544.3158,SUMNER ST,2959876.425,2015
227934,152044615.0,Saturday,No,2015-05-30T10:30:00.000,DRUG CHARGES,"[-71.081155, 42.330851]",Point,18xx,5,ARREST,0,B2,Day,No,HARRISON AV,Part Two,Unarmed,769421.2068,EUSTIS ST,2945868.788,2015
232960,152044736.0,Saturday,No,2015-05-30T17:10:00.000,DRUG CHARGES,"[-71.061235, 42.310371]",Point,18xx,5,IVPER,0,C11,First,No,HANCOCK ST,Part Two,Unarmed,774845.858,,2938432.619,2015
