,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
55127,130096319.0,Friday,No,2013-02-15T07:00:00.000,DRUG CHARGES,"[-71.085618, 42.32866]",Point,18xx,2,IVDRUG,282,B2,Last,No,WASHINGTON ST,Part Two,Unarmed,768218.0809,,2945064.255,2013
59653,130096405.0,Friday,No,2013-02-15T13:53:00.000,DRUG CHARGES,"[-71.144695, 42.272036]",Point,18xx,2,ARREST,559,E18,Day,No,WASHINGTON ST,Part Two,Other,752329.5776,,2924357.66,2013
86402,130096546.0,Friday,No,2013-02-15T07:30:00.000,DRUG CHARGES,"[-71.085618, 42.32866]",Point,18xx,2,IVDRUG,282,B2,Day,No,WASHINGTON ST,Part Two,Other,768218.0809,,2945064.255,2013
114221,130097252.0,Friday,No,2013-02-15T16:00:00.000,DRUG CHARGES,"[-71.150915, 42.348981]",Point,18xx,2,INVEST,778,D14,First,No,WASHINGTON ST,Part Two,Unarmed,750531.3965,,2952390.805,2013
133948,130096492.0,Friday,No,2013-02-15T08:43:00.000,DRUG CHARGES,"[-71.171675, 42.278601]",Point,18xx,2,IVDRUG,729,E5,Day,No,VFW PY,Part Two,Unarmed,745018.3088,,2926720.784,2013
154094,130097071.0,Friday,No,2013-02-15T16:00:00.000,DRUG CHARGES,"[-71.03887, 42.371246]",Point,18xx,2,IVDRUG,28,A7,First,No,PARIS ST,Part Two,Other,780775.2494,,2960648.442,2013
155681,130096550.0,Friday,No,2013-02-15T07:30:00.000,DRUG CHARGES,"[-71.085618, 42.32866]",Point,18xx,2,IVDRUG,282,B2,Day,No,WASHINGTON ST,Part Two,Other,768218.0809,,2945064.255,2013
178955,130096547.0,Friday,No,2013-02-15T07:30:00.000,DRUG CHARGES,"[-71.085618, 42.32866]",Point,18xx,2,IVDRUG,282,B2,Day,No,WASHINGTON ST,Part Two,Other,768218.0809,,2945064.255,2013
208647,130096347.0,Friday,No,2013-02-15T10:00:00.000,DRUG CHARGES,"[-71.059987, 42.361648]",Point,18xx,2,IVDRUG,72,A1,Day,No,SUDBURY ST,Part Two,Unarmed,775087.02,,2957120.525,2013
254868,130098595.0,Friday,No,2013-02-15T08:00:00.000,DRUG CHARGES,"[-71.148575, 42.287141]",Point,18xx,2,IVDRUG,691,E5,Day,No,CENTRE ST,Part Two,Unarmed,751256.7891,,2929857.7989999996,2013
