,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
67446,130269335.0,Saturday,No,2013-05-04T00:00:00.000,PropLost,"[-71.06521, 42.349691]",Point,PropLost,5,LSTPRP,121,A1,Last,No,TREMONT ST,Part Three,Unarmed,773697.6517,,2952755.997,2013
72151,130264845.0,Saturday,No,2013-05-04T14:00:00.000,PropLost,"[-71.082485, 42.332456]",Point,PropLost,5,LSTPRP,276,B2,Day,No,WILLIAMS ST,Part Three,Unarmed,769058.7207,,2946451.916,2013
83242,130277554.0,Saturday,No,2013-05-04T19:00:00.000,PropLost,"[-71.09154, 42.284251]",Point,PropLost,5,LSTPRP,428,B3,First,No,BLUE HILL AV,Part Three,Unarmed,766694.479,MORTON ST,2928873.385,2013
114908,130264971.0,Saturday,No,2013-05-04T00:30:00.000,PropLost,"[-71.08402, 42.332051]",Point,PropLost,5,LSTPRP,287,B2,Last,No,SHAWMUT AV,Part Three,Unarmed,768644.3942,RUGGLES ST,2946302.298,2013
142189,130273469.0,Saturday,No,2013-05-04T14:00:00.000,PropLost,"[-71.05543, 42.352621]",Point,PropLost,5,LSTPRP,114,A1,Day,No,ATLANTIC AV,Part Three,Unarmed,776335.7564,SUMMER AV,2953837.3710000003,2013
146394,130273035.0,Saturday,No,2013-05-04T08:00:00.000,PropLost,"[-71.10839, 42.264916]",Point,PropLost,5,LSTPRP,488,E18,Day,No,GEORGE ST,Part Three,Other,762167.3171,,2921806.057,2013
164231,130268780.0,Saturday,No,2013-05-04T15:00:00.000,PropLost,"[-71.08257, 42.348656]",Point,PropLost,5,LARCRT,143,D4,Day,No,BOYLSTON ST,Part Three,Unarmed,769006.8448,,2952355.38,2013
197661,130270832.0,Saturday,No,2013-05-04T22:00:00.000,PropLost,"[-71.06344, 42.350916]",Point,PropLost,5,LSTPRP,117,A1,First,No,STUART ST,Part Three,Unarmed,774173.8226,,2953204.854,2013
210543,130265059.0,Saturday,No,2013-05-04T12:30:00.000,PropLost,"[-71.123165, 42.255916]",Point,PropLost,5,LSTPRP,521,E18,Day,No,RIVER ST,Part Three,Unarmed,758182.5548,,2918508.325,2013
212765,130270152.0,Saturday,No,2013-05-04T17:00:00.000,PropLost,"[-71.06494, 42.343021]",Point,PropLost,5,LARCRT,165,D4,First,No,HARRISON AV,Part Three,Unarmed,773783.0344,,2950325.6980000003,2013
226205,130266412.0,Saturday,No,2013-05-04T20:00:00.000,PropLost,"[-71.04339, 42.350736]",Point,PropLost,5,LSTPRP,207,C6,First,No,NORTHERN AV,Part Three,Unarmed,779593.8607,,2953167.635,2013
258185,130264389.0,Saturday,No,2013-05-04T02:00:00.000,PropLost,"[-71.06636, 42.352221]",Point,PropLost,5,LSTPRP,118,A1,Last,No,BOYLSTON PL,Part Three,Unarmed,773382.1034,,2953676.394,2013
261485,130275144.0,Saturday,No,2013-05-04T12:00:00.000,PropLost,"[0, 0]",Point,PropLost,5,LSTPRP,905,D4,Day,No,REYNOLDS WY,Part Three,Unarmed,,,,2013
262049,130266018.0,Saturday,No,2013-05-04T20:00:00.000,PropLost,"[0, 0]",Point,PropLost,5,LSTPRP,348,B3,First,No,RIVER ST,Part Three,Unarmed,,,,2013
