,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
13197,140183653.0,Wednesday,No,2014-03-26T18:35:00.000,32GUN,"[-71.072422, 42.29719]",Point,32GUN,3,BUYBAK,453,C11,First,No,WASHINGTON ST,Part three,Unarmed,771843.9805,,2933613.758,2014
55572,140183138.0,Wednesday,No,2014-03-26T14:20:00.000,32GUN,"[-71.06939, 42.339506]",Point,32GUN,3,BUYBAK,167,D4,Day,No,HARRISON AV,Part three,Unarmed,772586.4767,,2949038.664,2014
60155,140183778.0,Wednesday,No,2014-03-26T16:50:00.000,32GUN,"[-71.092515, 42.281306]",Point,32GUN,3,BUYBAK,466,B3,First,No,BLUE HILL AV,Part three,Unarmed,766435.7761,,2927798.922,2014
64737,140183075.0,Wednesday,No,2014-03-26T14:00:00.000,32GUN,"[-71.05592, 42.376646]",Point,32GUN,3,FDWEAP,41,A15,Day,No,VINE ST,Part three,Unarmed,776157.7262,,2962591.8660000004,2014
69225,140183155.0,Wednesday,No,2014-03-26T14:25:00.000,32GUN,"[-71.119714, 42.292533]",Point,32GUN,3,BUYBAK,564,E5,Day,No,BROOKWAY RD,Part three,Unarmed,759057.0586,,2931855.943,2014
78209,140183005.0,Wednesday,No,2014-03-26T13:20:00.000,32GUN,"[-71.148575, 42.287141]",Point,32GUN,3,FDPROP,691,E5,Day,No,CENTRE ST,Part three,Unarmed,751256.7891,,2929857.7989999996,2014
81127,140183114.0,Wednesday,No,2014-03-26T14:10:00.000,32GUN,"[-71.119714, 42.292533]",Point,32GUN,3,BUYBAK,564,E5,Day,No,BROOKWAY RD,Part three,Unarmed,759057.0586,,2931855.943,2014
91068,140183780.0,Wednesday,No,2014-03-26T16:55:00.000,32GUN,"[-71.092515, 42.281306]",Point,32GUN,3,BUYBAK,466,B3,First,No,BLUE HILL AV,Part three,Unarmed,766435.7761,,2927798.922,2014
119788,140183459.0,Wednesday,No,2014-03-26T16:45:00.000,32GUN,"[-71.065185, 42.307956]",Point,32GUN,3,BUYBAK,0,C11,First,No,BOWDOIN ST,Part three,Unarmed,773781.9406,,2937547.084,2014
136494,140183009.0,Wednesday,No,2014-03-26T13:21:00.000,32GUN,"[-71.041515, 42.371511]",Point,32GUN,3,BUYBAK,26,A7,Day,No,LIVERPOOL ST,Part three,Firearm,780059.9946,,2960741.1610000003,2014
137358,140182928.0,Wednesday,No,2014-03-26T13:00:00.000,32GUN,"[-71.05592, 42.376646]",Point,32GUN,3,FDWEAP,41,A15,Day,No,VINE ST,Part three,Unarmed,776157.7262,,2962591.8660000004,2014
147973,140183777.0,Wednesday,No,2014-03-26T16:50:00.000,32GUN,"[-71.092515, 42.281306]",Point,32GUN,3,BUYBAK,466,B3,First,No,BLUE HILL AV,Part three,Unarmed,766435.7761,,2927798.922,2014
149216,140183676.0,Wednesday,No,2014-03-26T18:30:00.000,32GUN,"[-71.056415, 42.326841]",Point,32GUN,3,BUYBAK,914,C6,First,No,KEMP ST,Part three,Firearm,776118.3673,,2944441.296,2014
184107,140182881.0,Wednesday,No,2014-03-26T12:30:00.000,32GUN,"[-71.065185, 42.307956]",Point,32GUN,3,BUYBAK,340,C11,Day,No,BOWDOIN ST,Part three,Unarmed,773781.9406,,2937547.084,2014
219711,140183458.0,Wednesday,No,2014-03-26T16:45:00.000,32GUN,"[-71.065185, 42.307956]",Point,32GUN,3,BUYBAK,0,C11,First,No,BOWDOIN ST,Part three,Unarmed,773781.9406,,2937547.084,2014
234362,140182963.0,Wednesday,No,2014-03-26T16:00:00.000,32GUN,"[-71.079465, 42.313576]",Point,32GUN,3,IVPER ,326,B2,First,No,BLUE HILL AV,Part three,Firearm,769909.2121,,2939575.735,2014
244594,140180757.0,Wednesday,No,2014-03-26T14:04:00.000,32GUN,"[-71.119714, 42.292533]",Point,32GUN,3,BUYBAK,564,E5,Day,No,BROOKWAY RD,Part three,Unarmed,759057.0586,,2931855.943,2014
