,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
1480,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.067292, 42.332809]",Point,OTHER,8,IVPER,175,C6,,No,TOPEKA ST,Part Two,None,773166.0,,2950000.0,2015
17308,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.080545, 42.310387]",Point,OTHER,8,IVPER,329,B2,,No,DEVON ST,Part Two,None,769623.0,,2940000.0,2015
19380,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.091997, 42.27856]",Point,OTHER,8,PERGUN,427,B3,,No,FESSENDEN ST,Part Two,None,766581.0,,2930000.0,2015
28569,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.085824, 42.3097]",Point,OTHER,8,IVPER,319,B2,,No,CHENEY ST,Part Two,None,768196.0,,2940000.0,2015
31102,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.085951, 42.274387]",Point,OTHER,8,NIDV,423,B3,,No,GLADESIDE AVE,Part Two,None,768224.0,,2930000.0,2015
31751,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.067694, 42.288882]",Point,OTHER,8,IVPER,398,C11,,No,WELLES AVE,Part Two,None,773139.0,,2930000.0,2015
43396,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.094, 42.319047]",Point,OTHER,8,NIDV,306,B2,,No,CODMAN PARK,Part Two,None,765968.0,,2940000.0,2015
54351,,Thursday,No,2015-08-06T19:15:00.000,Other,"[0, 0]",Point,OTHER,8,TS,180,B2,,No,GEORGE ST,Part Two,None,,HAMPDEN ST,,2015
75188,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.09661, 42.317505]",Point,OTHER,8,DISTRB,307,B2,,No,WASHINGTON ST,Part Two,None,765265.0,,2940000.0,2015
96087,,Thursday,No,2015-08-06T20:00:00.000,Other,"[0, 0]",Point,OTHER,8,DISTRB,465,B3,,No,BLUE HILL AVE,Part Two,None,,HANSBOROUGH ST,,2015
101795,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.109259, 42.27268]",Point,OTHER,8,IVMV,478,E18,,No,TAMPA ST,Part Two,None,761919.0,,2920000.0,2015
161696,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.127886, 42.281978]",Point,OTHER,8,PERGUN,557,E5,,No,AUGUSTUS AVE,Part Two,None,756863.0,,2930000.0,2015
176919,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.106796, 42.326655]",Point,OTHER,8,MVA,583,E13,,No,HEATH ST,Part Two,None,762495.0,,2940000.0,2015
177667,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.067657, 42.340494]",Point,OTHER,8,IVPER,167,D4,,No,UNION PARK ST,Part Two,None,773053.0,,2950000.0,2015
185360,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.072764, 42.333112]",Point,OTHER,8,IVPER,172,D4,,No,MASSACHUSETTS AVE,Part Two,None,771686.0,,2950000.0,2015
191444,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.060687, 42.295218]",Point,OTHER,8,IVPER,363,C11,,No,DIX ST,Part Two,None,775022.0,,2930000.0,2015
209191,,Thursday,No,2015-08-06T00:00:00.000,Other,"[-71.060082, 42.352835]",Point,OTHER,8,TS,113,A1,,No,AVENUE DE LAFAYETTE,Part Two,None,775078.0,,2950000.0,2015
