,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
44764,130555242.0,Monday,No,2013-09-02T04:37:00.000,InvPer,"[-71.157505, 42.341188]",Point,InvPer,9,IVPER ,773,D14,Last,No,KIRKWOOD RD,Part three,Unarmed,748761.1914,FOSTER ST,2949543.563,2013
47650,130556121.0,Monday,No,2013-09-02T16:19:00.000,InvPer,"[-71.027985, 42.380956]",Point,InvPer,9,MEET  ,17,A7,First,No,SHELBY ST,Part three,Unarmed,783697.0277,,2964203.0510000004,2013
60230,130556156.0,Monday,No,2013-09-02T16:06:00.000,InvPer,"[-71.140865, 42.348921]",Point,InvPer,9,SUSPER,783,D14,First,No,WARREN ST,Part three,Unarmed,753248.1867,CAMELOT CT,2952380.2180000003,2013
69042,130555388.0,Monday,No,2013-09-02T08:52:00.000,InvPer,"[-71.060045, 42.300631]",Point,InvPer,9,ALARMI,351,C11,Day,No,DORCHESTER AV,Part three,Unarmed,775186.0391,,2934884.873,2013
78427,130556892.0,Monday,No,2013-09-02T21:35:00.000,InvPer,"[-71.03174, 42.377971]",Point,InvPer,9,IVPER ,19,A7,First,No,PUTNAM ST,Part three,Unarmed,782688.4743,,2963109.664,2013
101665,130556964.0,Monday,No,2013-09-02T22:03:00.000,InvPer,"[-71.05259, 42.354126]",Point,InvPer,9,IVPREM,0,A1,First,No,ATLANTIC AV,Part three,Unarmed,777100.5353,,2954389.836,2013
120724,130556358.0,Monday,No,2013-09-02T19:43:00.000,InvPer,"[-71.0904, 42.280796]",Point,InvPer,9,HARPT ,428,B3,First,No,HOSMER ST,Part three,Unarmed,767009.0082,,2927615.818,2013
155869,130557147.0,Monday,No,2013-09-02T22:30:00.000,InvPer,"[-71.06232, 42.364881]",Point,InvPer,9,IVPER ,75,A1,First,No,PORTLAND ST,Part three,Unarmed,774450.4537,CAUSEWAY ST,2958295.521,2013
217164,130556695.0,Monday,No,2013-09-02T20:05:00.000,InvPer,"[-71.084564, 42.306281]",Point,InvPer,9,MSNCOM,319,B2,First,No,BLUE HILL AV,Part three,Unarmed,768543.0088,,2936910.5110000004,2013
228571,130554976.0,Monday,No,2013-09-02T00:30:00.000,InvPer,"[-71.065955, 42.291082]",Point,InvPer,9,DVIP  ,396,C11,Last,No,MELBOURNE ST,Part three,Unarmed,773604.8812,,2931396.827,2013
238223,130555861.0,Monday,No,2013-09-02T13:29:00.000,InvPer,"[-71.03771, 42.381986]",Point,InvPer,9,TRESPS,25,A7,Day,No,FALCON ST,Part three,Unarmed,781067.4939,,2964564.018,2013
