,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
31627,152001609.0,Tuesday,No,2015-01-06T16:00:00.000,Service,"[-71.03932, 42.383261]",Point,Service,1,IVPREM,0,A7,First,No,MERIDIAN ST,Part three,Unarmed,780630.0007,NAY ST,2965026.296,2015
61122,152001608.0,Tuesday,No,2015-01-06T16:30:00.000,Service,"[-71.03932, 42.383261]",Point,Service,1,IVPREM,0,A7,First,No,NAY ST,Part three,Unarmed,780630.0007,MERIDIAN ST,2965026.296,2015
109406,152001542.0,Tuesday,No,2015-01-06T12:53:00.000,Service,"[-71.121632, 42.279758]",Point,Service,1,IVPER,0,E5,Day,No,SEYMOUR ST,Part three,Unarmed,758558.8093,,2927198.481,2015
119383,152001493.0,Tuesday,No,2015-01-06T11:45:00.000,Service,"[-71.063675, 42.352301]",Point,Service,1,ARREST,0,A1,Day,No,BOYLSTON ST,Part three,Unarmed,774107.7181,,2953709.249,2015
143937,152001500.0,Tuesday,No,2015-01-06T11:40:00.000,Service,"[-71.06336, 42.364091]",Point,Service,1,ARREST,0,A1,Day,No,LOMASNEY WY,Part three,Unarmed,774170.8693,CAUSEWAY ST,2958006.189,2015
164469,152001555.0,Tuesday,No,2015-01-06T15:30:00.000,Service,"[-71.082369, 42.2954]",Point,Service,1,AOD,0,B3,Day,No,NIGHTINGALE ST,Other,Unarmed,769155.9872,,2932948.2830000003,2015
193557,152001490.0,Tuesday,No,2015-01-06T11:46:00.000,Service,"[-71.12383, 42.256906]",Point,Service,1,ARREST,0,E18,Day,No,HYDE PARK AV,Part three,Unarmed,758000.9383,,2918868.298,2015
221035,152001440.0,Tuesday,No,2015-01-06T08:15:00.000,Service,"[-71.11451, 42.280554]",Point,Service,1,IVPER,0,E18,Day,No,CANTERBURY ST,Part three,Unarmed,760484.7762,,2927497.021,2015
253002,152001581.0,Tuesday,No,2015-01-06T15:20:00.000,Service,"[-71.059987, 42.361648]",Point,Service,1,ARREST,0,A1,Day,No,SUDBURY ST,Part three,Unarmed,775087.02,,2957120.525,2015
262664,152001479.0,Tuesday,No,2015-01-06T10:45:00.000,Service,"[0, 0]",Point,Service,1,ARREST,0,A1,Day,No,THATCHER ST,Part three,Unarmed,,ENDICOTT ST,,2015
265224,152001532.0,Tuesday,No,2015-01-06T14:28:00.000,Service,"[0, 0]",Point,Service,1,ARREST,0,E18,Day,No,GORDON AV,Part three,Unarmed,,,,2015
