,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
3444,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.138962, 42.281817]",Point,05RB,7,BE,682,E5,,No,CORNELL ST,Part One,None,753866.0,,2930000.0,2015
14160,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.058731, 42.322316]",Point,05RB,7,BE,188,C6,,No,MOUNT VERNON ST,Part One,None,775500.0,,2940000.0,2015
54027,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.074751, 42.291256]",Point,05RB,7,ARREST,449,B3,,No,ASPINWALL RD,Part One,None,771225.0,,2930000.0,2015
74635,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.103731, 42.347053]",Point,05RB,7,BE,630,D4,,No,BEACON ST,Part One,None,763289.0,,2950000.0,2015
91967,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.128618, 42.353678]",Point,05RB,7,BE,800,D14,,No,GARDNER ST,Part One,None,756551.0,,2950000.0,2015
117548,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.077683, 42.286237]",Point,05RB,7,DISTRB,435,B3,,No,EDSON ST,Part One,None,770440.0,,2930000.0,2015
124758,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.080037, 42.337989]",Point,05RB,7,BE,273,D4,,No,NORTHAMPTON ST,Part One,None,769710.0,,2950000.0,2015
137234,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.091681, 42.339332]",Point,05RB,7,BE,595,D4,,No,HUNTINGTON AVE,Part One,None,766560.0,,2950000.0,2015
159647,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.146449, 42.341821]",Point,05RB,7,BE,776,D14,,No,COMMONWEALTH AVE,Part One,None,751749.0,,2950000.0,2015
171165,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.082553, 42.34107]",Point,05RB,7,BE,284,D4,,No,MASSACHUSETTS AVE,Part One,None,769025.0,,2950000.0,2015
181156,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.129284, 42.234528]",Point,05RB,7,BE,526,E18,,No,STANBRO ST,Part One,None,756560.0,,2910000.0,2015
188534,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.088893, 42.344474]",Point,05RB,7,,620,D4,,No,BURBANK ST,Part One,None,767305.0,,2950000.0,2015
212730,,Tuesday,No,2015-07-21T00:00:00.000,Residential Burglary,"[-71.028128, 42.333244]",Point,05RB,7,BE,232,C6,,No,E SIXTH ST,Part One,None,783754.0,,2950000.0,2015
