,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
1942,,Monday,No,2015-06-22T00:00:00.000,Residential Burglary,"[-71.078941, 42.383351]",Point,05RB,6,BE,50,A15,,No,PARKER ST,Part One,None,769925.0,,2970000.0,2015
6000,,Monday,No,2015-06-22T00:00:00.000,Residential Burglary,"[-71.003135, 42.386277]",Point,05RB,6,BE,6,A7,,No,BARNES AVE,Part One,None,790400.0,,2970000.0,2015
22102,,Monday,No,2015-06-22T00:00:00.000,Residential Burglary,"[-71.08612, 42.310277]",Point,05RB,6,BE,320,B2,,No,MONTANA ST,Part One,None,768115.0,,2940000.0,2015
76638,,Monday,No,2015-06-22T00:00:00.000,Residential Burglary,"[-71.090004, 42.343583]",Point,05RB,6,BE,618,D4,,No,HEMENWAY ST,Part One,None,767006.0,,2950000.0,2015
147731,,Monday,No,2015-06-22T00:00:00.000,Residential Burglary,"[-71.026526, 42.334099]",Point,05RB,6,BE,228,C6,,No,E FIFTH ST,Part One,None,784186.0,,2950000.0,2015
148741,,Monday,No,2015-06-22T00:00:00.000,Residential Burglary,"[-71.005145, 42.388784]",Point,05RB,6,BE,7,A7,,No,LEYDEN ST,Part One,None,789851.0,,2970000.0,2015
148742,,Monday,No,2015-06-22T00:00:00.000,Residential Burglary,"[-71.005145, 42.388784]",Point,05RB,6,BE,7,A7,,No,LEYDEN ST,Part One,None,789851.0,,2970000.0,2015
155277,,Monday,No,2015-06-22T00:00:00.000,Residential Burglary,"[-71.065471, 42.305407]",Point,05RB,6,BE,340,C11,,No,DRAPER ST,Part One,None,773709.0,,2940000.0,2015
182239,,Monday,No,2015-06-22T00:00:00.000,Residential Burglary,"[-71.116165, 42.307118]",Point,05RB,6,BE,649,E13,,No,ATWOOD SQ,Part One,None,759993.0,,2940000.0,2015
186486,,Monday,No,2015-06-22T00:00:00.000,Residential Burglary,"[-71.035104, 42.380532]",Point,05RB,6,BE,824,A7,,No,WHITE ST,Part One,None,781774.0,,2960000.0,2015
241955,,Monday,No,2015-06-22T09:30:00.000,Residential Burglary,"[0, 0]",Point,05RB,6,BE,539,E18,,No,DEDHAM ST,Part One,None,,,,2015
247440,,Monday,No,2015-06-22T00:00:00.000,Residential Burglary,"[-71.094598, 42.345447]",Point,05RB,6,BE,624,D4,,No,BOYLSTON ST,Part One,None,765761.0,,2950000.0,2015
