,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
6180,120503385.0,Monday,No,2012-08-13T19:40:00.000,MVAcc,"[-71.08751, 42.283601]",Point,MVAcc,8,MVPED1,429,B3,First,No,HILDRETH ST,Part Three,Unarmed,767786.1181,WILDWOOD ST,2928641.7630000003,2012
24320,120502750.0,Monday,No,2012-08-13T14:11:00.000,MVAcc,"[-71.086365, 42.344616]",Point,MVAcc,8,MVPED1,620,D4,Day,No,MASSACHUSETTS AV,Part Three,Unarmed,767988.1254,,2950878.13,2012
40990,120502194.0,Monday,No,2012-08-13T09:10:00.000,MVAcc,"[-71.08032, 42.339301]",Point,MVAcc,8,MVAINJ,156,D4,Day,No,MASSACHUSETTS AV,Part Three,Unarmed,769631.8361,TREMONT ST,2948949.228,2012
85573,120503282.0,Monday,No,2012-08-13T18:22:00.000,MVAcc,"[-71.12127, 42.351681]",Point,MVAcc,8,MVPED1,798,D14,First,No,COMMONWEALTH AV,Part Three,Unarmed,758540.6069,BABCOCK ST,2953408.9260000004,2012
151058,120502459.0,Monday,No,2012-08-13T11:50:00.000,MVAcc,"[-71.144815, 42.272096]",Point,MVAcc,8,MVANO ,705,E5,Day,No,WASHINGTON ST,Part Three,Unarmed,752297.0088,,2924379.39,2012
166208,120502430.0,Monday,No,2012-08-13T10:30:00.000,MVAcc,"[-71.06071, 42.350866]",Point,MVAcc,8,MVANO ,116,A1,Day,No,TYLER ST,Part Three,Unarmed,774911.8589,,2953190.422,2012
173001,120501908.0,Monday,No,2012-08-13T02:47:00.000,MVAcc,"[-71.091339, 42.277605]",Point,MVAcc,8,MVA   ,427,B3,Last,No,NORFOLK ST,Part Three,Unarmed,766760.282,,2926451.6960000005,2012
183169,120502342.0,Monday,No,2012-08-13T10:45:00.000,MVAcc,"[-71.07806, 42.337301]",Point,MVAcc,8,MVPED1,170,D4,Day,No,MASSACHUSETTS AV,Part Three,Unarmed,770246.4519,SHAWMUT AV,2948223.4069999997,2012
206326,120502137.0,Monday,No,2012-08-13T08:41:00.000,MVAcc,"[-71.061955, 42.289336]",Point,MVAcc,8,MVA   ,366,C11,Day,No,DENVIR ST,Part Three,Other,774690.4778,,2930766.153,2012
222408,120503722.0,Monday,No,2012-08-13T21:47:00.000,MVAcc,"[-71.08527, 42.321891]",Point,MVAcc,8,MVAINJ,298,B2,First,No,WALNUT AV,Part Three,Unarmed,768324.4090000001,PICKERING AV,2942598.172,2012
232953,120502536.0,Monday,No,2012-08-13T12:19:00.000,MVAcc,"[-71.15426, 42.284001]",Point,MVAcc,8,MVA   ,702,E5,Day,No,CLEMENT AV,Part Three,Unarmed,749723.1661,PARK ST,2928707.248,2012
241224,120502429.0,Monday,No,2012-08-13T11:31:00.000,MVAcc,"[-71.068995, 42.329296]",Point,MVAcc,8,MVAINJ,178,C6,Day,No,MASSACHUSETTS AV,Part Three,Unarmed,772712.0693,,2945318.5,2012
