,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
15093,142037364.0,Thursday,No,2014-10-09T06:45:00.000,DRUG CHARGES,"[-71.060056, 42.352807]",Point,18xx,10,ARREST,0,A1,Last,No,AVENUE DE LAFAYETTE,Part Two,Unarmed,775084.8264,,2953898.4710000004,2014
52318,142037497.0,Thursday,No,2014-10-09T07:00:00.000,DRUG CHARGES,"[-71.061235, 42.310371]",Point,18xx,10,IVPREM,0,C11,Last,No,HANCOCK ST,Part Two,Unarmed,774845.858,,2938432.619,2014
71992,142037467.0,Thursday,No,2014-10-09T09:00:00.000,DRUG CHARGES,"[-71.054711, 42.341305]",Point,18xx,10,IVPER,0,C6,Day,No,W BROADWAY,Part Two,Unarmed,776551.5679,,2949714.607,2014
104479,142037641.0,Thursday,No,2014-10-09T21:15:00.000,DRUG CHARGES,"[-71.0749, 42.331291]",Point,18xx,10,IVPER,0,B2,First,No,MELNEA CASS BL,Part Two,Other,771111.7269,HAMPDEN ST,2946037.499,2014
121162,142037578.0,Thursday,No,2014-10-09T17:58:00.000,DRUG CHARGES,"[-71.07684, 42.279961]",Point,18xx,10,CD11,0,B3,First,No,FAIRMOUNT CT,Part Two,Other,770679.9619,,2927329.443,2014
172155,142037579.0,Thursday,No,2014-10-09T17:20:00.000,DRUG CHARGES,"[-71.060025, 42.351976]",Point,18xx,10,SS,0,A1,First,No,PING ON ST,Part Two,Unarmed,775094.7079,,2953595.69,2014
199130,142037542.0,Thursday,No,2014-10-09T15:00:00.000,DRUG CHARGES,"[-71.07224, 42.310081]",Point,18xx,10,IVPREM,0,C11,Day,No,COLUMBIA RD,Part Two,Other,771869.7336,HAMILTON ST,2938311.8189999997,2014
240320,142037504.0,Thursday,No,2014-10-09T12:00:00.000,DRUG CHARGES,"[-71.091325, 42.284861]",Point,18xx,10,INVEST,0,B3,Day,No,BLUE HILL AV,Part Two,Unarmed,766751.5911,,2929095.955,2014
257809,142037621.0,Thursday,No,2014-10-09T16:00:00.000,DRUG CHARGES,"[-71.104273, 42.309722]",Point,18xx,10,IVPREM,0,E13,First,No,WASHINGTON ST,Part Two,Other,763205.8082,,2938139.2,2014
264560,142037611.0,Thursday,No,2014-10-09T19:20:00.000,DRUG CHARGES,"[0, 0]",Point,18xx,10,ARREST,0,E13,First,No,WALDREN RD,Part Two,Other,,MINDEN ST,,2014
