,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
23287,120592540.0,Friday,No,2012-09-21T07:07:00.000,PRISON,"[-71.057942, 42.379287]",Point,PRISON,9,IVPER ,44,A15,Last,No,MEDFIELD ST,Part Two,Unarmed,775606.1433,,2963551.393,2012
106830,120594681.0,Friday,No,2012-09-21T21:00:00.000,PRISON,"[-71.073978, 42.333151]",Point,PRISON,9,ARREST,171,D4,First,No,ALBANY ST,Part Two,Unarmed,771357.6081,,2946716.26,2012
