,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
7964,152016294.0,Saturday,No,2015-02-28T16:45:00.000,DRUG CHARGES,"[-71.113535, 42.299991]",Point,18xx,2,ARREST,0,E13,First,No,WASHINGTON ST,Part Two,Other,760716.7718,TOWER ST,2934581.547,2015
31964,152016334.0,Saturday,No,2015-02-28T19:00:00.000,DRUG CHARGES,"[-71.077578, 42.324227]",Point,18xx,2,TS,0,B2,First,No,WINTHROP ST,Part Two,Other,770400.1993,,2943459.37,2015
34828,152016164.0,Saturday,No,2015-02-28T08:35:00.000,DRUG CHARGES,"[-71.08908, 42.291676]",Point,18xx,2,CD11,0,B3,Day,No,BLUE HILL AV,Part Two,Unarmed,767347.104,,2931582.3589999997,2015
56560,152016329.0,Saturday,No,2015-02-28T18:45:00.000,DRUG CHARGES,"[-71.150915, 42.348981]",Point,18xx,2,INVEST,0,D14,First,No,WASHINGTON ST,Part Two,Unarmed,750531.3965,,2952390.805,2015
73449,152016962.0,Saturday,No,2015-02-28T16:00:00.000,DRUG CHARGES,"[-71.148575, 42.287141]",Point,18xx,2,IVPREM,0,E5,First,No,CENTRE ST,Part Two,Unarmed,751256.7891,,2929857.7989999996,2015
116891,152016163.0,Saturday,No,2015-02-28T08:39:00.000,DRUG CHARGES,"[-71.08908, 42.291676]",Point,18xx,2,CD11,0,B3,Day,No,BLUE HILL AV,Part Two,Unarmed,767347.104,,2931582.3589999997,2015
141726,152016142.0,Saturday,No,2015-02-28T02:02:00.000,DRUG CHARGES,"[-71.08449, 42.318596]",Point,18xx,2,IVPER,0,B2,Last,No,MARTIN LUTHER KING BLVD,Part Two,Other,768541.1102,HUMBOLDT AV,2941398.213,2015
153573,152016335.0,Saturday,No,2015-02-28T07:30:00.000,DRUG CHARGES,"[-71.085618, 42.32866]",Point,18xx,2,ADMRPT,0,B2,Day,No,WASHINGTON ST,Part Two,Other,768218.0809,,2945064.255,2015
246510,152016964.0,Saturday,No,2015-02-28T21:00:00.000,DRUG CHARGES,"[-71.148575, 42.287141]",Point,18xx,2,IVPREM,0,E5,First,No,CENTRE ST,Part Two,Unarmed,751256.7891,,2929857.7989999996,2015
262939,152016337.0,Saturday,No,2015-02-28T19:10:00.000,DRUG CHARGES,"[0, 0]",Point,18xx,2,TS,0,B2,First,No,WASHINGTON ST,Part Two,Other,,BRAGDON ST,,2015
