,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
4377,140085618.0,Monday,No,2014-02-10T12:30:00.000,PersLoc,"[-71.06233, 42.316921]",Point,PersLoc,2,MSNCOM,241,C11,Day,No,SUMNER ST,Other,Unarmed,774537.4322,,2940818.022,2014
8956,140084353.0,Monday,No,2014-02-10T08:00:00.000,PersLoc,"[-71.085911, 42.287721]",Point,PersLoc,2,MISPER,439,B3,Day,No,CALLENDER ST,Other,Unarmed,768211.3775,,2930145.1,2014
22591,140084914.0,Monday,No,2014-02-10T12:53:00.000,PersLoc,"[-71.05974, 42.318386]",Point,PersLoc,2,MISPER,240,C11,Day,No,CHASE ST,Other,Unarmed,775235.1522,,2941355.4960000003,2014
87638,140086126.0,Monday,No,2014-02-10T09:00:00.000,PersLoc,"[-71.070225, 42.339211]",Point,PersLoc,2,MISPER,905,D4,Day,No,HARRISON ARCHWAYS,Other,Unarmed,772361.2702,,2948930.022,2014
89240,140085375.0,Monday,No,2014-02-10T16:22:00.000,PersLoc,"[-71.07463, 42.335321]",Point,PersLoc,2,MSNCOM,171,D4,First,No,HARRISON AV,Other,Unarmed,771177.4087,,2947506.466,2014
139390,140087454.0,Monday,No,2014-02-10T10:35:00.000,PersLoc,"[-71.031875, 42.382581]",Point,PersLoc,2,MISPER,16,A7,Day,No,CONDOR ST,Other,Unarmed,782642.7781,,2964789.4460000005,2014
154801,140087821.0,Monday,No,2014-02-10T17:00:00.000,PersLoc,"[-71.066256, 42.288553]",Point,PersLoc,2,MSNCOM,817,C11,First,No,TALBOT AV,Other,Unarmed,773528.0244,,2930474.905,2014
172261,140083976.0,Monday,No,2014-02-10T00:12:00.000,PersLoc,"[-71.097718, 42.321928]",Point,PersLoc,2,MISPER,304,B2,Last,No,SLAYTON WY,Other,Unarmed,764957.8611,,2942595.539,2014
216159,140092815.0,Monday,No,2014-02-10T14:00:00.000,PersLoc,"[-71.050008, 42.287901]",Point,PersLoc,2,MISPER,378,C11,Day,No,PIERCE AV,Other,Unarmed,777925.7502,,2930259.873,2014
252533,140087353.0,Monday,No,2014-02-10T21:30:00.000,PersLoc,"[-71.10086, 42.322816]",Point,PersLoc,2,MISPER,648,E13,First,No,CENTRE ST,Other,Unarmed,764106.7781,,2942915.144,2014
