,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
78171,142050099.0,Tuesday,No,2014-11-18T13:40:00.000,InvProp,"[-71.067545, 42.377411]",Point,InvProp,11,SHOTS,0,A15,Day,No,DUNSTABLE ST,Part three,Unarmed,773015.2518,,2962854.5089999996,2014
82855,142050045.0,Tuesday,No,2014-11-18T10:25:00.000,InvProp,"[-71.058185, 42.325141]",Point,InvProp,11,IVPER,0,C6,Day,No,HOWELL ST,Part three,Unarmed,775642.9486,,2943819.3039999995,2014
83792,142050254.0,Tuesday,No,2014-11-18T21:15:00.000,InvProp,"[-71.06803, 42.351401]",Point,InvProp,11,FIRE,0,A1,First,No,PARK PLAZA,Part three,Unarmed,772932.2103,,2953375.2810000004,2014
97672,142049969.0,Tuesday,No,2014-11-18T07:00:00.000,InvProp,"[-71.060105, 42.357876]",Point,InvProp,11,CD9,0,A1,Last,No,SCHOOL ST,Part three,Unarmed,775062.2215,,2955745.8419999997,2014
98801,142050064.0,Tuesday,No,2014-11-18T11:30:00.000,InvProp,"[-71.085538, 42.312023]",Point,InvProp,11,ALARM,0,B2,Day,No,ELM HILL AV,Part three,Unarmed,768269.3663,,2939001.684,2014
142216,142050246.0,Tuesday,No,2014-11-18T21:30:00.000,InvProp,"[-71.074113, 42.29713]",Point,InvProp,11,BE,0,B3,First,No,BRADLEE ST,Part three,Unarmed,771386.5956,,2933589.519,2014
199586,142050232.0,Tuesday,No,2014-11-18T05:00:00.000,InvProp,"[-71.087984, 42.322181]",Point,InvProp,11,LARCEN,0,B2,Last,No,DALE ST,Part three,Unarmed,767589.9529,,2942700.296,2014
227210,142050168.0,Tuesday,No,2014-11-18T16:00:00.000,InvProp,"[-71.127965, 42.248981]",Point,InvProp,11,IVPREM,0,E18,First,No,GLENWOOD AV,Part three,Unarmed,756894.1436,,2915975.417,2014
233921,142050031.0,Tuesday,No,2014-11-18T10:00:00.000,InvProp,"[-71.060105, 42.357876]",Point,InvProp,11,IVPREM,0,A1,Day,No,SCHOOL ST,Part three,Unarmed,775062.2215,,2955745.8419999997,2014
238184,142050144.0,Tuesday,No,2014-11-18T15:24:00.000,InvProp,"[-71.074175, 42.37913]",Point,InvProp,11,SHOTS,0,A15,Day,No,BUNKER HILL IND PARK,Part three,Unarmed,771220.5057,,2963471.807,2014
