,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
10609,,Friday,No,2015-08-07T00:00:00.000,Other,"[-71.069194, 42.280013]",Point,OTHER,8,FIGHT,403,C11,,No,OWENCROFT RD,Part Two,None,772749.0,,2930000.0,2015
18857,,Friday,No,2015-08-07T00:00:00.000,Other,"[-71.136756, 42.364287]",Point,OTHER,8,IVPER,807,D14,,No,SOLDIERS FIELD RD,Part Two,None,754335.0,,2960000.0,2015
107594,,Friday,No,2015-08-07T00:00:00.000,Other,"[-71.049026, 42.333395]",Point,OTHER,8,,220,C6,,No,MERCER ST,Part Two,None,778104.0,,2950000.0,2015
125176,,Friday,No,2015-08-07T21:52:00.000,Other,"[0, 0]",Point,OTHER,8,PERGUN,90,A1,,No,COMMERCIAL ST,Part Two,None,,NORTH ST,,2015
136640,,Friday,No,2015-08-07T10:11:00.000,Other,"[0, 0]",Point,OTHER,8,ARREST,117,A1,,No,BOYLSTON ST,Part Two,None,,,,2015
137674,,Friday,No,2015-08-07T12:00:00.000,Other,"[0, 0]",Point,OTHER,8,CD9,0,,,No,,Part Three,None,,,,2015
152555,,Friday,No,2015-08-07T00:00:00.000,Other Burglary,"[-71.10813, 42.323484]",Point,05OH,8,BE,582,E13,,No,CREIGHTON ST,Part One,None,762140.0,,2940000.0,2015
168769,,Friday,No,2015-08-07T00:00:00.000,Other,"[-71.069409, 42.339542]",Point,OTHER,8,PROP,165,D4,,No,HARRISON AVE,Part Two,None,772581.0,,2950000.0,2015
180879,,Friday,No,2015-08-07T18:23:00.000,Other,"[0, 0]",Point,OTHER,8,TS,319,B2,,No,BLUE HILL AVE,Part Two,None,, SEAVER ST ,,2015
189870,,Friday,No,2015-08-07T00:00:00.000,Other Burglary,"[-71.072588, 42.336985]",Point,05OH,8,ARREST,168,D4,,No,HARRISON AVE,Part One,None,771726.0,,2950000.0,2015
191180,,Friday,No,2015-08-07T00:00:00.000,Other,"[-71.092925, 42.280209]",Point,OTHER,8,VAND,466,B3,,No,BLUE HILL AVE,Part Two,None,766327.0,,2930000.0,2015
201963,,Friday,No,2015-08-07T00:00:00.000,Other,"[-71.030397, 42.364818]",Point,OTHER,8,NIDV,33,A7,,No,SUMNER ST,Part Two,None,783078.0,,2960000.0,2015
211531,,Friday,No,2015-08-07T00:00:00.000,Other,"[-71.10368, 42.334503]",Point,OTHER,8,TS,602,B2,,No,HUNTINGTON AVE,Part Two,None,763324.0,,2950000.0,2015
219880,,Friday,No,2015-08-07T00:00:00.000,Other Burglary,"[-71.070339, 42.291285]",Point,05OH,8,BE,362,C11,,No,MOULTRIE ST,Part One,None,772418.0,,2930000.0,2015
