,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
22009,,Friday,No,2015-06-19T15:28:00.000,Residential Burglary,"[0, 0]",Point,05RB,6,BE,475,B3,,No,FAVRE ST,Part One,None,,,,2015
44584,,Friday,No,2015-06-19T00:00:00.000,Residential Burglary,"[-71.152327, 42.34008]",Point,05RB,6,BE,774,D14,,No,SIDLAW RD,Part One,None,750163.0,,2950000.0,2015
81852,,Friday,No,2015-06-19T00:00:00.000,Residential Burglary,"[-71.140467, 42.345481]",Point,05RB,6,BE,791,D14,,No,SUMMIT AVE,Part One,None,753361.0,,2950000.0,2015
106257,,Friday,No,2015-06-19T00:00:00.000,Residential Burglary,"[-71.089705, 42.272059]",Point,05RB,6,BE,424,B3,,No,FAUNCE RD,Part One,None,767212.0,,2920000.0,2015
127934,,Friday,No,2015-06-19T18:57:00.000,Residential Burglary,"[0, 0]",Point,05RB,6,BE,761,D14,,No,MALBERT RD,Part One,None,,,,2015
148992,,Friday,No,2015-06-19T00:00:00.000,Residential Burglary,"[-71.078146, 42.298378]",Point,05RB,6,BE,446,B3,,No,RADCLIFFE ST,Part One,None,770293.0,,2930000.0,2015
157422,,Friday,No,2015-06-19T00:00:00.000,Residential Burglary,"[-71.05611, 42.330111]",Point,05RB,6,BE,194,C6,,No,DORCHESTER ST,Part One,None,776194.0,,2950000.0,2015
170014,,Friday,No,2015-06-19T00:00:00.000,Residential Burglary,"[-71.036655, 42.371723]",Point,05RB,6,ARREST,29,A7,,No,CHELSEA ST,Part One,None,781373.0,,2960000.0,2015
218039,,Friday,No,2015-06-19T00:00:00.000,Residential Burglary,"[-71.067839, 42.31922]",Point,05RB,6,BE,184,B2,,No,HUMPHREYS PL,Part One,None,773043.0,,2940000.0,2015
224010,,Friday,No,2015-06-19T00:00:00.000,Residential Burglary,"[-71.0569, 42.361762]",Point,05RB,6,,78,A1,,No,MARSHALL ST,Part One,None,775921.0,,2960000.0,2015
233289,,Friday,No,2015-06-19T00:00:00.000,Residential Burglary,"[-71.062399, 42.312248]",Point,05RB,6,BE,257,C11,,No,DOWNER AVE,Part One,None,774527.0,,2940000.0,2015
250305,,Friday,No,2015-06-19T00:00:00.000,Residential Burglary,"[-71.084061, 42.321415]",Point,05RB,6,BE,297,B2,,No,ROCKLAND AVE,Part One,None,768652.0,,2940000.0,2015
