,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
12044,,Sunday,No,2015-06-28T00:00:00.000,Other,"[-71.130055, 42.286369]",Point,OTHER,6,ARREST,680,E5,,No,CORINTH ST,Part Two,None,756269.0,,2930000.0,2015
34451,,Sunday,No,2015-06-28T02:06:00.000,Other,"[0, 0]",Point,OTHER,6,MVA,247,C11,,No,DORCHESTER AVE,Part Two,None,,SAVIN HILL AVE,,2015
65410,,Sunday,No,2015-06-28T00:00:00.000,Other,"[-71.04804, 42.292341]",Point,OTHER,6,IVPER,373,C11,,No,FREEPORT ST,Part Two,None,778450.0,,2930000.0,2015
80102,,Sunday,No,2015-06-28T00:00:00.000,Other,"[-71.047695, 42.335532]",Point,OTHER,6,IVPER,214,C6,,No,W FOURTH ST,Part Two,None,778459.0,,2950000.0,2015
87271,,Sunday,No,2015-06-28T00:00:00.000,Other,"[-71.117293, 42.310303]",Point,OTHER,6,FO,644,E13,,No,HOLBROOK ST,Part Three,None,759683.0,,2940000.0,2015
117030,,Sunday,No,2015-06-28T00:00:00.000,Other,"[-71.039291, 42.370818]",Point,OTHER,6,IVPER,28,A7,,No,PARIS ST,Part Two,None,780662.0,,2960000.0,2015
156706,,Sunday,No,2015-06-28T00:00:00.000,Other,"[-71.119606, 42.312289]",Point,OTHER,6,IVPER,644,E13,,No,DUNSTER RD,Part Two,None,759054.0,,2940000.0,2015
158016,,Sunday,No,2015-06-28T12:07:00.000,Other,"[0, 0]",Point,OTHER,6,IVMV,83,A1,,No,HANOVER ST,Part Two,None,,,,2015
160879,,Sunday,No,2015-06-28T00:00:00.000,Other,"[-71.067492, 42.359543]",Point,OTHER,6,IVMV,67,A1,,No,REVERE ST,Part Two,None,773062.0,,2960000.0,2015
194925,,Sunday,No,2015-06-28T17:33:00.000,Other,"[0, 0]",Point,OTHER,6,IVPER,962,D4,,No,W DEDHAM ST,Part Two,None,,,,2015
215114,,Sunday,No,2015-06-28T00:00:00.000,Other,"[-71.117344, 42.278688]",Point,OTHER,6,IVPER,499,E18,,No,CANTERBURY ST,Part Two,None,759721.0,,2930000.0,2015
