,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
215063,130358233.0,Wednesday,No,2013-06-12T21:03:00.000,PersMiss,"[-71.071598, 42.293363]",Point,PersMiss,6,MISPER,362,C11,First,No,MELVILLE AV,Other,Unarmed,772073.8459,,2932220.186,2013
