,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
41045,140240689.0,Sunday,No,2014-04-20T16:00:00.000,InvProp,"[-71.09739, 42.349521]",Point,InvProp,4,IVPREM,622,D4,First,No,DEERFIELD ST,Part three,Unarmed,764999.2331,,2952651.3460000004,2014
97592,140240172.0,Sunday,No,2014-04-20T10:30:00.000,InvProp,"[-71.10644, 42.310251]",Point,InvProp,4,INVEST,574,E13,Day,No,BROOKSIDE AV,Part three,Unarmed,762618.9097,GREEN ST,2938329.233,2014
104070,140239907.0,Sunday,No,2014-04-20T04:54:00.000,InvProp,"[0, 0]",Point,InvProp,4,SHOTS ,566,B3,Last,No,KINGBIRD RD,Part three,Other,,,,2014
115080,140240850.0,Sunday,No,2014-04-20T17:07:00.000,InvProp,"[-71.081035, 42.349986]",Point,InvProp,4,BOMBT ,138,D4,First,No,NEWBURY ST,Part three,Unarmed,769419.4017,,2952842.095,2014
131065,140240674.0,Sunday,No,2014-04-20T16:02:00.000,InvProp,"[-71.091095, 42.340651]",Point,InvProp,4,IVPREM,283,D4,First,No,FORSYTH ST,Part three,Other,766716.3625,HUNTINGTON AV,2949427.045,2014
142329,140239931.0,Sunday,No,2014-04-20T05:26:00.000,InvProp,"[-71.10842, 42.305481]",Point,InvProp,4,SHOTS ,573,E13,Last,No,WASHINGTON ST,Part three,Other,762091.3332,MCBRIDE ST,2936588.502,2014
212351,140239918.0,Sunday,No,2014-04-20T05:12:00.000,InvProp,"[-71.03922, 42.379016]",Point,InvProp,4,ABIP  ,24,A7,Last,No,MERIDIAN ST,Part three,Unarmed,780665.3756,,2963479.477,2014
243231,140241126.0,Sunday,No,2014-04-20T19:49:00.000,InvProp,"[-71.03019, 42.333221]",Point,InvProp,4,LARCIP,231,C6,First,No,E 6TH ST,Part three,Other,783197.0953,,2946804.244,2014
245480,140241232.0,Sunday,No,2014-04-20T20:47:00.000,InvProp,"[-71.070755, 42.321496]",Point,InvProp,4,VIOMVL,183,B2,First,No,E COTTAGE ST,Part three,Unarmed,772250.4672,LEYLAND ST,2942473.648,2014
249315,140241970.0,Sunday,No,2014-04-20T09:27:00.000,InvProp,"[-71.092358, 42.290726]",Point,InvProp,4,ALARMR,566,B3,Day,No,SNOWDEN WAY,Part three,Other,766461.8541,,2931231.608,2014
