,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
20464,,Wednesday,No,2015-07-08T12:33:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,7,ADMRPT,93,A1,,No,CONGRESS ST,Part One,None,, DEVONSHIRE ST ,,2015
33149,,Wednesday,No,2015-07-08T19:00:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,7,,533,E18,,No,RIVER ST,Part One,None,,,,2015
66576,,Wednesday,No,2015-07-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.117385, 42.253697]",Point,06MV,7,BE,512,E18,,No,TRUMAN PKWY,Part One,None,759751.0,,2920000.0,2015
73827,,Wednesday,No,2015-07-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.069693, 42.351435]",Point,06MV,7,BE,120,A1,,No,PARK PLZ,Part One,None,772482.0,,2950000.0,2015
76764,,Wednesday,No,2015-07-08T22:00:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,7,BE,151,D4,,No,CLARENDON ST,Part One,None,, COLUMBUS AVE ,,2015
106632,,Wednesday,No,2015-07-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.073339, 42.337608]",Point,06MV,7,IVMV,168,D4,,No,FATHER FRANCIS J GILDAY ST,Part One,None,771522.0,,2950000.0,2015
131044,,Wednesday,No,2015-07-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.062616, 42.305844]",Point,06MV,7,VAND,346,C11,,No,JULIETTE ST,Part One,None,774481.0,,2940000.0,2015
133408,,Wednesday,No,2015-07-08T23:00:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,7,,493,E18,,No,RIVER ST,Part One,None,, WOOD AVE ,,2015
140917,,Wednesday,No,2015-07-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.066982, 42.312885]",Point,06MV,7,BE,332,C11,,No,GLENDALE ST,Part One,None,773287.0,,2940000.0,2015
154753,,Wednesday,No,2015-07-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.115378, 42.293671]",Point,06MV,7,BE,506,E13,,No,PATTEN ST,Part One,None,760228.0,,2930000.0,2015
180786,,Wednesday,No,2015-07-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.046785, 42.330442]",Point,06MV,7,,219,C6,,No,COLUMBIA RD,Part One,None,778715.0,,2950000.0,2015
207732,,Wednesday,No,2015-07-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.082343, 42.344812]",Point,06MV,7,BE,145,D4,,No,CUMBERLAND,Part One,None,769075.0,,2950000.0,2015
210338,,Wednesday,No,2015-07-08T00:00:00.000,Larceny From Motor Vehicle,"[-71.113128, 42.291494]",Point,06MV,7,BE,506,E13,,No,WOODBOURNE RD,Part One,None,760841.0,,2930000.0,2015
240089,,Wednesday,No,2015-07-08T19:48:00.000,Larceny From Motor Vehicle,"[0, 0]",Point,06MV,7,,302,B2,,No,CENTRE ST,Part One,None,,,,2015
