,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
51400,130684253.0,Sunday,No,2013-10-27T01:42:00.000,PropFound,"[-71.06428, 42.285761]",Point,PropFound,10,IVPER ,401,C11,Last,No,DORCHESTER AV,Part three,Unarmed,774068.0525,TALBOT AV,2929460.152,2013
58867,130685420.0,Sunday,No,2013-10-27T17:45:00.000,PropFound,"[-71.081035, 42.349986]",Point,PropFound,10,FDPROP,137,D4,First,No,NEWBURY ST,Part three,Unarmed,769419.4017,,2952842.095,2013
63918,130685096.0,Sunday,No,2013-10-27T12:30:00.000,PropFound,"[-71.035435, 42.336066]",Point,PropFound,10,FDPROP,222,C6,Day,No,L ST,Part three,Unarmed,781773.2858,,2947833.2410000004,2013
67274,130685046.0,Sunday,No,2013-10-27T13:40:00.000,PropFound,"[-71.15163, 42.349006]",Point,PropFound,10,FDPROP,771,D14,Day,No,WASHINGTON ST,Part three,Unarmed,750338.0816,,2952399.125,2013
73670,130687543.0,Sunday,No,2013-10-27T18:00:00.000,PropFound,"[-71.165041, 42.350129]",Point,PropFound,10,FDPROP,752,D14,First,No,WASHINGTON ST,Part three,Unarmed,746711.0232,,2952793.874,2013
88035,130686011.0,Sunday,No,2013-10-27T18:00:00.000,PropFound,"[-71.095995, 42.347161]",Point,PropFound,10,FDPROP,624,D4,First,No,LANSDOWNE ST,Part three,Unarmed,765380.3957,,2951793.104,2013
88704,130685106.0,Sunday,No,2013-10-27T12:30:00.000,PropFound,"[-71.115456, 42.30086]",Point,PropFound,10,FDPROP,652,E13,Day,No,SOUTH ST,Part three,Unarmed,760195.4182,,2934895.883,2013
114262,130685661.0,Sunday,No,2013-10-27T20:20:00.000,PropFound,"[-71.03887, 42.371246]",Point,PropFound,10,FDPROP,28,A7,First,No,PARIS ST,Part three,Unarmed,780775.2494,,2960648.442,2013
176072,130684867.0,Sunday,No,2013-10-27T11:15:00.000,PropFound,"[-71.08408, 42.336231]",Point,PropFound,10,FDPROP,285,D4,Day,No,WARWICK ST,Part three,Unarmed,768620.7429,SUSSEX ST,2947825.486,2013
231580,130685018.0,Sunday,No,2013-10-27T13:00:00.000,PropFound,"[-71.059987, 42.361648]",Point,PropFound,10,FDPROP,72,A1,Day,No,SUDBURY ST,Part three,Unarmed,775087.02,,2957120.525,2013
