,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
11968,140178798.0,Monday,No,2014-03-24T15:30:00.000,32GUN,"[-71.059735, 42.297541]",Point,32GUN,3,IVPER ,355,C11,Day,No,GIBSON ST,Part three,Unarmed,775275.7115,,2933759.268,2014
15570,140179166.0,Monday,No,2014-03-24T18:50:00.000,32GUN,"[-71.150915, 42.348981]",Point,32GUN,3,INVEST,778,D14,First,No,WASHINGTON ST,Part three,Unarmed,750531.3965,,2952390.805,2014
20432,140179524.0,Monday,No,2014-03-24T16:00:00.000,32GUN,"[-71.085618, 42.32866]",Point,32GUN,3,FDWEAP,282,B2,First,No,WASHINGTON ST,Part three,Firearm,768218.0809,,2945064.255,2014
25049,140179485.0,Monday,No,2014-03-24T19:00:00.000,32GUN,"[-71.13666, 42.293811]",Point,32GUN,3,FDWEAP,673,E5,First,No,CENTRE ST,Part three,Unarmed,754470.4239,KNOLL ST,2932301.959,2014
26023,140178269.0,Monday,No,2014-03-24T12:15:00.000,32GUN,"[-71.150915, 42.348981]",Point,32GUN,3,FDWEAP,778,D14,Day,No,WASHINGTON ST,Part three,Unarmed,750531.3965,,2952390.805,2014
31593,140179165.0,Monday,No,2014-03-24T18:45:00.000,32GUN,"[-71.059987, 42.361648]",Point,32GUN,3,BUYBAK,72,A1,First,No,SUDBURY ST,Part three,Firearm,775087.02,,2957120.525,2014
34753,140178340.0,Monday,No,2014-03-24T12:30:00.000,32GUN,"[-71.150915, 42.348981]",Point,32GUN,3,FDWEAP,778,D14,Day,No,WASHINGTON ST,Part three,Unarmed,750531.3965,,2952390.805,2014
43036,140179243.0,Monday,No,2014-03-24T12:17:00.000,32GUN,"[-71.092515, 42.281306]",Point,32GUN,3,FDPROP,466,B3,Day,No,BLUE HILL AV,Part three,Firearm,766435.7761,,2927798.922,2014
44493,140178333.0,Monday,No,2014-03-24T12:30:00.000,32GUN,"[-71.150915, 42.348981]",Point,32GUN,3,FDWEAP,778,D14,Day,No,WASHINGTON ST,Part three,Unarmed,750531.3965,,2952390.805,2014
55849,140178631.0,Monday,No,2014-03-24T13:00:00.000,32GUN,"[-71.065185, 42.307956]",Point,32GUN,3,INVEST,340,C11,Day,No,BOWDOIN ST,Part three,Firearm,773781.9406,,2937547.084,2014
63333,140178526.0,Monday,No,2014-03-24T14:15:00.000,32GUN,"[-71.150915, 42.348981]",Point,32GUN,3,FDWEAP,778,D14,Day,No,WASHINGTON ST,Part three,Unarmed,750531.3965,,2952390.805,2014
64288,140179055.0,Monday,No,2014-03-24T17:19:00.000,32GUN,"[-71.119714, 42.292533]",Point,32GUN,3,FDWEAP,564,E5,First,No,BROOKWAY RD,Part three,Unarmed,759057.0586,,2931855.943,2014
81058,140178696.0,Monday,No,2014-03-24T15:30:00.000,32GUN,"[-71.12395, 42.256421]",Point,32GUN,3,MISC  ,520,E18,Day,No,HYDE PARK AV,Part three,Unarmed,757969.2324,,2918691.415,2014
82819,140178525.0,Monday,No,2014-03-24T13:00:00.000,32GUN,"[-71.12395, 42.256421]",Point,32GUN,3,MISC  ,0,E18,Day,No,HYDE PARK AV,Part three,Unarmed,757969.2324,,2918691.415,2014
83850,140179244.0,Monday,No,2014-03-24T12:30:00.000,32GUN,"[-71.092515, 42.281306]",Point,32GUN,3,FDPROP,466,B3,Day,No,BLUE HILL AV,Part three,Firearm,766435.7761,,2927798.922,2014
91117,140178389.0,Monday,No,2014-03-24T12:30:00.000,32GUN,"[-71.12395, 42.256421]",Point,32GUN,3,MISCRP,520,E18,Day,No,HYDE PARK AV,Part three,Unarmed,757969.2324,,2918691.415,2014
101312,140179066.0,Monday,No,2014-03-24T17:19:00.000,32GUN,"[-71.119714, 42.292533]",Point,32GUN,3,FDWEAP,564,E5,First,No,BROOKWAY RD,Part three,Unarmed,759057.0586,,2931855.943,2014
109942,140179058.0,Monday,No,2014-03-24T17:19:00.000,32GUN,"[-71.119714, 42.292533]",Point,32GUN,3,FDWEAP,564,E5,First,No,BROOKWAY RD,Part three,Unarmed,759057.0586,,2931855.943,2014
119728,140178821.0,Monday,No,2014-03-24T17:00:00.000,32GUN,"[-71.079465, 42.313576]",Point,32GUN,3,FDPROP,326,B2,First,No,BLUE HILL AV,Part three,Firearm,769909.2121,,2939575.735,2014
155769,140178470.0,Monday,No,2014-03-24T14:00:00.000,32GUN,"[-71.150915, 42.348981]",Point,32GUN,3,FDWEAP,778,D14,Day,No,WASHINGTON ST,Part three,Unarmed,750531.3965,,2952390.805,2014
156027,140179065.0,Monday,No,2014-03-24T17:19:00.000,32GUN,"[-71.119714, 42.292533]",Point,32GUN,3,FDWEAP,564,E5,First,No,BROOKWAY RD,Part three,Unarmed,759057.0586,,2931855.943,2014
157685,140179061.0,Monday,No,2014-03-24T17:19:00.000,32GUN,"[-71.119714, 42.292533]",Point,32GUN,3,FDWEAP,564,E5,First,No,BROOKWAY RD,Part three,Unarmed,759057.0586,,2931855.943,2014
158406,140178346.0,Monday,No,2014-03-24T12:00:00.000,32GUN,"[-71.12395, 42.256421]",Point,32GUN,3,MISCRP,520,E18,Day,No,HYDE PARK AV,Part three,Unarmed,757969.2324,,2918691.415,2014
162898,140179484.0,Monday,No,2014-03-24T19:00:00.000,32GUN,"[-71.13666, 42.293811]",Point,32GUN,3,FDWEAP,673,E5,First,No,CENTRE ST,Part three,Firearm,754470.4239,KNOLL ST,2932301.959,2014
165520,140178792.0,Monday,No,2014-03-24T16:00:00.000,32GUN,"[-71.150915, 42.348981]",Point,32GUN,3,INVEST,778,D14,First,No,WASHINGTON ST,Part three,Unarmed,750531.3965,,2952390.805,2014
168464,140178420.0,Monday,No,2014-03-24T13:10:00.000,32GUN,"[-71.05592, 42.376646]",Point,32GUN,3,FDWEAP,41,A15,Day,No,VINE ST,Part three,Unarmed,776157.7262,,2962591.8660000004,2014
170922,140178150.0,Monday,No,2014-03-24T11:00:00.000,32GUN,"[-71.03887, 42.371246]",Point,32GUN,3,BUYBAK,28,A7,Day,No,PARIS ST,Part three,Unarmed,780775.2494,,2960648.442,2014
183810,140178679.0,Monday,No,2014-03-24T14:00:00.000,32GUN,"[-71.065185, 42.307956]",Point,32GUN,3,BUYBAK,340,C11,Day,No,BOWDOIN ST,Part three,Firearm,773781.9406,,2937547.084,2014
183997,140179132.0,Monday,No,2014-03-24T18:00:00.000,32GUN,"[-71.07849, 42.346141]",Point,32GUN,3,FDWEAP,146,D4,First,No,HARCOURT ST,Part three,Firearm,770114.2743,,2951444.292,2014
184901,140187901.0,Monday,No,2014-03-24T15:20:00.000,32GUN,"[-71.08559, 42.336381]",Point,32GUN,3,CD19  ,285,D4,Day,No,TREMONT ST,Part three,Unarmed,768212.2151,,2947878.162,2014
186957,140178404.0,Monday,No,2014-03-24T13:00:00.000,32GUN,"[-71.059987, 42.361648]",Point,32GUN,3,INVEST,72,A1,Day,No,SUDBURY ST,Part three,Firearm,775087.02,,2957120.525,2014
188512,140179052.0,Monday,No,2014-03-24T17:19:00.000,32GUN,"[-71.119714, 42.292533]",Point,32GUN,3,FDWEAP,564,E5,First,No,BROOKWAY RD,Part three,Unarmed,759057.0586,,2931855.943,2014
191723,140179014.0,Monday,No,2014-03-24T17:00:00.000,32GUN,"[-71.065185, 42.307956]",Point,32GUN,3,BUYBAK,0,C11,First,No,BOWDOIN ST,Part three,Unarmed,773781.9406,,2937547.084,2014
214756,140178351.0,Monday,No,2014-03-24T12:00:00.000,32GUN,"[-71.12395, 42.256421]",Point,32GUN,3,MISCRP,520,E18,Day,No,HYDE PARK AV,Part three,Unarmed,757969.2324,,2918691.415,2014
218875,140179245.0,Monday,No,2014-03-24T12:35:00.000,32GUN,"[-71.092515, 42.281306]",Point,32GUN,3,FDPROP,466,B3,Day,No,BLUE HILL AV,Part three,Firearm,766435.7761,,2927798.922,2014
220503,140179063.0,Monday,No,2014-03-24T17:19:00.000,32GUN,"[-71.119714, 42.292533]",Point,32GUN,3,FDWEAP,564,E5,First,No,BROOKWAY RD,Part three,Unarmed,759057.0586,,2931855.943,2014
230353,140178635.0,Monday,No,2014-03-24T13:00:00.000,32GUN,"[-71.065185, 42.307956]",Point,32GUN,3,INVEST,340,C11,Day,No,BOWDOIN ST,Part three,Firearm,773781.9406,,2937547.084,2014
237154,140178633.0,Monday,No,2014-03-24T13:00:00.000,32GUN,"[-71.065185, 42.307956]",Point,32GUN,3,INVEST,340,C11,Day,No,BOWDOIN ST,Part three,Firearm,773781.9406,,2937547.084,2014
246539,140179060.0,Monday,No,2014-03-24T17:19:00.000,32GUN,"[-71.119714, 42.292533]",Point,32GUN,3,FDWEAP,564,E5,First,No,BROOKWAY RD,Part three,Unarmed,759057.0586,,2931855.943,2014
