,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
215394,130485722.0,Saturday,No,2013-08-03T08:00:00.000,Landlord,"[-71.085118, 42.298635]",Point,Landlord,8,LANTEN,457,B3,Day,No,ESMOND ST,Part three,Unarmed,768406.6291,,2934123.522,2013
224117,130484198.0,Saturday,No,2013-08-03T12:54:00.000,Landlord,"[-71.132555, 42.249526]",Point,Landlord,8,LANTEN,540,E18,Day,No,HILLIS RD,Part three,Unarmed,755650.567,,2916168.6360000004,2013
