,compnos,day_week,domestic,fromdate,incident_type_description,location.coordinates,location.type,main_crimecode,month,naturecode,reportingarea,reptdistrict,shift,shooting,streetname,ucrpart,weapontype,x,xstreetname,y,year
4494,142039969.0,Friday,No,2014-10-17T13:23:00.000,OTHER LARCENY,"[-71.08257, 42.348656]",Point,06xx,10,LARCEN,0,D4,Day,No,BOYLSTON ST,Part One,Unarmed,769006.8448,,2952355.38,2014
9708,142039964.0,Friday,No,2014-10-17T12:55:00.000,OTHER LARCENY,"[-71.03981, 42.376191]",Point,06xx,10,ARREST,0,A7,Day,No,BORDER ST,Part One,Unarmed,780511.5193,,2962449.128,2014
42815,142040110.0,Friday,No,2014-10-17T19:57:00.000,OTHER LARCENY,"[-71.114685, 42.303916]",Point,06xx,10,LARCEN,0,E13,First,No,SOUTH ST,Part One,Unarmed,760399.2049,,2936010.472,2014
43924,142040285.0,Friday,No,2014-10-17T13:00:00.000,OTHER LARCENY,"[-71.059415, 42.359251]",Point,06xx,10,BE,0,A1,Day,No,CITY HALL PZ,Part One,Unarmed,775246.1256,,2956247.881,2014
48145,142039838.0,Friday,No,2014-10-17T00:40:00.000,OTHER LARCENY,"[-71.08878, 42.348881]",Point,06xx,10,LARCEN,0,D4,Last,No,COMMONWEALTH AV,Part One,Unarmed,767327.7704,,2952429.2210000004,2014
57391,142039845.0,Friday,No,2014-10-17T00:01:00.000,OTHER LARCENY,"[-71.12889, 42.354991]",Point,06xx,10,LARCEN,0,D14,Last,No,PRATT ST,Part One,Unarmed,756475.6109999999,,2954606.095,2014
58547,142040606.0,Friday,No,2014-10-17T11:59:00.000,OTHER LARCENY,"[-71.06281, 42.342461]",Point,06xx,10,LARCEN,0,D4,Day,No,ALBANY ST,Part One,Unarmed,774359.9099,,2950124.5689999997,2014
74854,142039901.0,Friday,No,2014-10-17T10:24:00.000,OTHER LARCENY,"[-71.06403, 42.286681]",Point,06xx,10,LARCEN,0,C11,Day,No,DORCHESTER AV,Part One,Unarmed,774133.9864,,2929795.7569999998,2014
79202,142040014.0,Friday,No,2014-10-17T15:05:00.000,OTHER LARCENY,"[-71.03979, 42.374931]",Point,06xx,10,LARCEN,0,A7,Day,No,BORDER ST,Part One,Unarmed,780519.4002,,2961989.988,2014
81657,142039995.0,Friday,No,2014-10-17T11:30:00.000,OTHER LARCENY,"[-71.064905, 42.352371]",Point,06xx,10,LARCEN,0,A1,Day,No,BOYLSTON ST,Part One,Unarmed,773775.1158,,2953733.06,2014
93763,142040039.0,Friday,No,2014-10-17T16:22:00.000,OTHER LARCENY,"[-71.079605, 42.347101]",Point,06xx,10,LARCEN,0,D4,First,No,HUNTINGTON AV,Part One,Unarmed,769811.1326,,2951792.646,2014
98852,142040036.0,Friday,No,2014-10-17T15:00:00.000,OTHER LARCENY,"[-71.077145, 42.350131]",Point,06xx,10,LARCEN,0,D4,Day,No,BOYLSTON ST,Part One,Unarmed,770470.6585,,2952900.122,2014
108417,142040059.0,Friday,No,2014-10-17T15:00:00.000,OTHER LARCENY,"[-71.131385, 42.23707]",Point,06xx,10,LARCEN,0,E18,Day,No,NEPONSET VALLEY PY,Part One,Unarmed,755986.7291,,2911630.837,2014
134159,142040034.0,Friday,No,2014-10-17T15:53:00.000,OTHER LARCENY,"[-71.038957, 42.370546]",Point,06xx,10,LARCEN,0,A7,Day,No,MERIDIAN ST,Part One,Unarmed,780753.025,MAVERICK SQ,2960393.236,2014
137572,142040126.0,Friday,No,2014-10-17T19:00:00.000,OTHER LARCENY,"[-71.085118, 42.298635]",Point,06xx,10,LARCEN,0,B3,First,No,ESMOND ST,Part One,Unarmed,768406.6291,,2934123.522,2014
156531,142040669.0,Friday,No,2014-10-17T11:00:00.000,OTHER LARCENY,"[-71.045565, 42.334096]",Point,06xx,10,LARCEN,0,C6,Day,No,PACIFIC ST,Part One,Unarmed,779038.2447,,2947100.584,2014
161382,142041252.0,Friday,No,2014-10-17T11:00:00.000,OTHER LARCENY,"[-71.064905, 42.352371]",Point,06xx,10,PROP,0,A1,Day,No,BOYLSTON ST,Part One,Unarmed,773775.1158,,2953733.06,2014
167522,142040038.0,Friday,No,2014-10-17T16:10:00.000,OTHER LARCENY,"[-71.07227, 42.332601]",Point,06xx,10,AB,0,C6,First,No,MELNEA CASS BL,Part One,Other,771820.4655,MASSACHUSETTS AV,2946518.441,2014
171825,142040260.0,Friday,No,2014-10-17T19:45:00.000,OTHER LARCENY,"[-71.10383, 42.322836]",Point,06xx,10,LARCEN,0,E13,First,No,CENTRE ST,Part One,Unarmed,763303.5691,,2942918.688,2014
181182,142040425.0,Friday,No,2014-10-17T22:15:00.000,OTHER LARCENY,"[-71.087165, 42.346206]",Point,06xx,10,LARCEN,0,D4,First,No,MASSACHUSETTS AV,Part One,Unarmed,767769.0517,,2951456.5089999996,2014
184616,142040091.0,Friday,No,2014-10-17T18:35:00.000,OTHER LARCENY,"[-71.063873, 42.325436]",Point,06xx,10,LARCEN,0,C6,First,No,ALLSTATE RD,Part One,Unarmed,774104.1328,,2943918.604,2014
197652,142041081.0,Friday,No,2014-10-17T12:00:00.000,OTHER LARCENY,"[-71.08612, 42.347688]",Point,06xx,10,LARCEN,0,D4,Day,No,BOYLSTON ST,Part One,Unarmed,768048.7683,,2951997.703,2014
200924,142039999.0,Friday,No,2014-10-17T13:30:00.000,OTHER LARCENY,"[-71.05578, 42.361281]",Point,06xx,10,LARCEN,0,A1,Day,No,BLACKSTONE ST,Part One,Unarmed,776224.7152,,2956992.748,2014
225724,142040086.0,Friday,No,2014-10-17T18:00:00.000,OTHER LARCENY,"[-71.139949, 42.349721]",Point,06xx,10,LARCEN,0,D14,First,No,GORDON ST,Part One,Unarmed,753494.3978,,2952672.6939999997,2014
245086,142040052.0,Friday,No,2014-10-17T14:30:00.000,OTHER LARCENY,"[-71.079605, 42.347101]",Point,06xx,10,LARCEN,0,D4,Day,No,HUNTINGTON AV,Part One,Unarmed,769811.1326,,2951792.646,2014
246230,142039919.0,Friday,No,2014-10-17T10:13:00.000,OTHER LARCENY,"[-71.071885, 42.351536]",Point,06xx,10,ARREST,0,D4,Day,No,BOYLSTON ST,Part One,Unarmed,771889.9292,,2953419.2260000003,2014
259738,142040029.0,Friday,No,2014-10-17T15:40:00.000,OTHER LARCENY,"[-71.086655, 42.348466]",Point,06xx,10,LARCEN,0,D4,Day,No,NEWBURY ST,Part One,Unarmed,767902.9271,,2952280.765,2014
